id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
01,205395,16594,21185,6142,28843,77606,25148,15678,14199,97526,131466,100.0,8.079067163270771,10.314272499330558,2.9903356946371624,14.042698215633292,37.78378246792765,12.24372550451569,7.633097202950413,6.913021251734462,47.48216850458872,64.00642664134959
02,128017,10015,11774,3631,16608,53771,15053,8750,8415,61783,79383,100.0,7.823179733941586,9.197215994750698,2.836342048321707,12.973276986650212,42.00301522454049,11.75859456165978,6.835029722614966,6.573345727520563,48.26155901169376,62.009733082325
03,90097,9819,9974,2282,10665,38972,9577,4330,4478,44574,57166,100.0,10.898254103910231,11.070290908687303,2.532825732266335,11.837242083532193,43.25560229530395,10.62965470548409,4.805931385062766,4.970198785753133,49.47334539440825,63.4493934315238
04,144639,10205,13505,3913,15812,46906,20610,15666,18022,72057,86573,100.0,7.055496788556336,9.33703911116642,2.7053560934464427,10.93204460760929,32.42970429828746,14.249268869392074,10.831103644245328,12.45998658729665,49.818513678883285,59.854534392522076
05,90588,8977,12317,3642,10003,26945,12062,8583,8059,44472,48944,100.0,9.909701064158607,13.59672362785358,4.02040005298715,11.042301408575089,29.74455777807215,13.315229390206209,9.474764869519142,8.896321808628075,49.092595045701415,54.02923124475648
06,86916,7211,10706,3125,10187,24955,11957,8919,9856,44154,46095,100.0,8.296516176538267,12.317640020249437,3.595425468268213,11.720511758479452,28.71162961940264,13.756960743706568,10.26163192047494,11.339684292880483,50.8007731602927,53.03396382714345
07,132551,11214,14718,4506,14730,42533,18191,13145,13514,65217,71934,100.0,8.46013987069128,11.103650670308033,3.399446250877021,11.112703789484803,32.088026495462124,13.723774245384796,9.916937631553138,10.195321046238806,49.201439445949106,54.26892290514594
08,153151,13519,18359,5559,17281,53712,19688,12997,12036,74012,84243,100.0,8.827235865257164,11.987515589189753,3.6297510300291864,11.28363510522295,35.07126953137753,12.855286612558848,8.486395779328898,7.858910487035671,48.32616176192124,55.00649685604404
09,43378,4956,4891,1330,6153,15644,4492,2529,3383,20869,26226,100.0,11.425146387569736,11.275300843745677,3.0660703582461157,14.18460970999124,36.06436442436258,10.355479736271842,5.830144312785283,7.798884227027525,48.109640831758036,60.45921895891927
10,53142,6086,7386,1940,6444,16596,5520,4377,4793,25996,28757,100.0,11.45233525271913,13.898611267923677,3.650596514997554,12.126002032290844,31.229535960257422,10.38726431071469,8.236423168115614,9.019231492981069,48.917993300967225,54.11350720710549
11,76776,8499,9133,2414,12254,27174,7459,5226,4617,36618,49323,100.0,11.069865582994685,11.895644472230906,3.144211732833177,15.960716890695009,35.393873085339166,9.715275606960509,6.806814629571741,6.013597999374805,47.694592060018756,64.24273210378243
12,89898,9094,12243,3729,10294,26818,12044,8196,7480,43682,48440,100.0,10.115909141471445,13.61876793699526,4.148034439030901,11.450755300451624,29.831586909608664,13.397405948964384,9.116999265834611,8.320541057643107,48.590624930476764,53.883289950833166
