id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0910,66969,3679,5068,1460,6268,21437,8130,8737,12190,34060,11998,100.0,5.49358658483776,7.567680568621303,2.180113186698323,9.359554420702116,32.010333139213664,12.139945347847512,13.04633487135839,18.20245188072093,50.859352834893755,17.915752064388
0920,76255,4428,6003,1775,10136,27464,8090,7972,10387,36755,20137,100.0,5.806832338863025,7.872270670775687,2.3277162153301423,13.292243131597928,36.015998950888466,10.609140384237099,10.454396433020785,13.621401875286868,48.20011802504754,26.40744869188906
0930,60284,3966,6201,1810,5091,14697,7226,9230,12063,30677,9314,100.0,6.578860062371442,10.286311459093623,3.002455046115055,8.445026872802071,24.379603211465728,11.98659677526375,15.310861920244179,20.01028465264415,50.88746599429368,15.450202375422997
0940,39712,1952,3340,1050,2988,8901,4405,5937,11139,20507,4805,100.0,4.915390813859791,8.410556003223208,2.6440370668815474,7.524174053182916,22.413879935535856,11.092365028203062,14.950141015310233,28.04945608380339,51.639302981466564,12.099617244157937
0950,56200,2882,4502,1406,4238,13623,6743,8407,14399,29296,5986,100.0,5.128113879003559,8.01067615658363,2.501779359430605,7.540925266903914,24.240213523131672,11.998220640569395,14.959074733096086,25.62099644128114,52.12811387900356,10.651245551601424
1010,119989,6928,10720,3485,12462,31874,12664,13331,28525,59895,25872,100.0,5.77386260407204,8.934152297293918,2.9044329063497485,10.38595204560418,26.564101709323356,10.554300810907668,11.11018510030086,23.77301252614823,49.9170757319421,21.56197651451383
1020,94319,6599,10149,3035,9493,27636,9463,12600,15344,47335,25521,100.0,6.996469428217009,10.760292199874891,3.217803411825825,10.064780160943181,29.300565103531635,10.032973207943256,13.358920259968828,16.268196227695377,50.186070675049564,27.058174917036865
1030,30975,1598,2719,813,2558,6902,3642,4824,7919,15644,4492,100.0,5.1589991928974985,8.778046811945117,2.624697336561743,8.258272800645681,22.282485875706215,11.757869249394673,15.573849878934626,25.565778853914445,50.50524616626312,14.502017756255045
1040,50120,2213,4840,1488,3017,9292,6424,9713,13133,25379,2909,100.0,4.415403032721469,9.65682362330407,2.9688747007182763,6.0195530726256985,18.539505187549878,12.817238627294495,19.37948922585794,26.203112529928173,50.63647246608141,5.804070231444533
1110,66069,4207,6726,2154,6049,17447,6846,9091,13549,33164,16646,100.0,6.367585403139142,10.180266085456115,3.2602279435135992,9.155579772661913,26.407240914801193,10.361894383144895,13.759857119072485,20.507348378210658,50.196007204589144,25.194872027728586
1120,53232,3353,5292,1554,4920,14963,6080,6305,10765,27047,13299,100.0,6.298842801322513,9.941388638412985,2.9192966636609556,9.242560865644725,28.1090321611061,11.421701232341448,11.844379320709347,20.222798316801924,50.809663360384725,24.983092876465285
1130,79641,4354,6008,1772,9387,26848,8484,8141,14647,39602,23334,100.0,5.467033311987544,7.54385304051933,2.2249846184754083,11.786642558481185,33.71127936615562,10.652804460014314,10.222121771449379,18.391280872917214,49.72564382667219,29.298979169020985
1140,80856,4595,6153,1720,8495,28229,8708,7987,14969,40562,20348,100.0,5.682942515088552,7.609824873849807,2.127238547541308,10.506332244978728,34.91268427822302,10.769763530226575,9.878054813495597,18.51315919659642,50.16572672405264,25.16572672405264
1150,36932,2425,3998,1173,3433,11309,4849,4349,5396,18731,6929,100.0,6.566121520632513,10.82530055236651,3.17610744070183,9.295461930033575,30.621141557456948,13.129535362287449,11.775695873497238,14.610635763023936,50.717534929058814,18.761507635654716
1210,57034,3257,4434,1336,6519,17703,6299,7480,10006,28444,18329,100.0,5.710628747764492,7.774310060665568,2.342462390854578,11.430024196093559,31.039380018936075,11.044289371252237,13.114984044604972,17.543921169828526,49.8720061717572,32.13697092962093
1220,59570,3195,4760,1447,6558,16419,6831,8117,12243,29326,19922,100.0,5.3634379721336245,7.9905992949471205,2.4290750377706902,11.008897095853618,27.562531475574954,11.467181467181467,13.625986234681886,20.552291421856637,49.2294779251301,33.44300822561692
1240,57017,2485,5295,1714,4193,9110,6694,9928,17598,29503,4575,100.0,4.358349264254521,9.286703965483978,3.0061209814616694,7.353947068418192,15.977690864128242,11.740358138800708,17.412350702422085,30.864479015030604,51.7442166371433,8.023922689724117
1250,48829,2285,3686,1101,4323,11540,5413,7853,12628,24721,8233,100.0,4.679596141637142,7.548792725634357,2.2548075938479184,8.853345348051363,23.63349648774294,11.085625345593806,16.082655798808084,25.861680558684384,50.62770075160253,16.860881852997196
1260,50977,3326,5937,1992,5798,11961,5733,6142,10088,26038,13994,100.0,6.524511054004748,11.646428781607392,3.9076446240461387,11.37375679227887,23.463522765168605,11.246248308060498,12.04857092414226,19.789316750691487,51.07793710889224,27.451595817721717
