id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
01,234273,15228,22296,7335,31222,90664,28579,20376,18573,112338,147010,100.0,6.500108847370376,9.517101842721951,3.13096259492131,13.327186658300358,38.70014897149907,12.199015678289857,8.697545171658707,7.927930235238375,47.95174860099115,62.75157615260828
02,146479,9566,12919,4175,17050,62939,17804,11668,10358,71039,89220,100.0,6.530628963878781,8.81969429064917,2.8502379180633404,11.639893773168849,42.967933970057146,12.154643327712506,7.965646952805522,7.0713208036646895,48.49773687695847,60.9097549819428
03,131002,11626,14924,4086,15411,56506,14798,7568,6083,65413,83853,100.0,8.874673669104288,11.392192485610906,3.1190363505900676,11.76394253522847,43.13369261537992,11.296010747927513,5.7770110379994195,4.643440558159417,49.93282545304652,64.00894642829881
04,160942,10554,15697,5193,18887,53720,20556,16525,19810,81888,92314,100.0,6.557641883411415,9.753203017236023,3.226628226317555,11.73528351828609,33.378484174423086,12.772303065700688,10.267674068919238,12.308782045705906,50.880441401250145,57.35855152787961
05,120990,10607,16421,5180,13535,37502,15405,11212,11128,59724,69627,100.0,8.766840234730143,13.572196049260269,4.281345565749235,11.186874948342838,30.995950078518884,12.732457227870073,9.266881560459542,9.197454335069013,49.36275725266551,57.54773121745599
06,103766,7451,12594,4223,12451,30852,13371,10521,12303,53585,54570,100.0,7.1805793805292675,12.136923462405798,4.0697338241813314,11.999113389742305,29.732282250448122,12.885723647437503,10.139159262186071,11.856484783069599,51.64022897673611,52.589480176551085
07,154536,11794,17259,5431,16687,51174,19663,15724,16804,76199,83369,100.0,7.6318786561060215,11.168271470725267,3.5143914686545528,10.798131179789824,33.11461407050784,12.7238960501113,10.174975410260393,10.8738416938448,49.30825179893358,53.94794740384118
08,172432,12787,19516,6382,19098,60505,22248,16510,15386,83206,94436,100.0,7.415676904518882,11.318084810244038,3.7011691565370692,11.075670409204788,35.08919458105224,12.902477498376172,9.574788902291917,8.922937737774891,48.25438433701401,54.76709659459961
09,80066,8242,9296,2517,11140,32625,7609,4374,4263,38442,52240,100.0,10.294007443858815,11.610421402343068,3.143656483401194,13.913521344890464,40.747633202607844,9.503409687008219,5.462993030749631,5.324357405140759,48.01288936627282,65.24617190817575
10,90571,9812,12412,3506,11463,31026,9687,6079,6586,44015,58794,100.0,10.833489748374204,13.704165792582614,3.8709962349979574,12.656369036446543,34.25599805677314,10.69547647701803,6.711861412593436,7.271643241214075,48.59723310993585,64.91481820891897
11,119147,12110,14509,4024,16607,47057,11409,6936,6495,58024,80556,100.0,10.16391516362141,12.177394311228985,3.3773405960704004,13.938244353613605,39.494909649424656,9.57556631723837,5.82138031171578,5.451249297086791,48.69950565268114,67.61059867222843
12,114837,9659,14645,4506,13659,36038,14514,11051,10765,55583,65053,100.0,8.411052187012896,12.752858399296393,3.923822461401813,11.894250111026935,31.381871696404467,12.638783667284933,9.623205064569781,9.374156413002778,48.40164755261806,56.64811863772129
