id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined,inhabitants_percentage,inhabitants_from_european_union_percentage,inhabitants_from_france_percentage,inhabitants_from_greece_percentage,inhabitants_from_italy_percentage,inhabitants_from_austria_percentage,inhabitants_from_spain_percentage,inhabitants_from_poland_percentage,inhabitants_from_bulgaria_percentage,inhabitants_from_rumania_percentage,inhabitants_from_croatia_percentage,inhabitants_from_united_kingdom_percentage,inhabitants_from_former_yugoslavia_percentage,inhabitants_from_bosnia_herzegovina_percentage,inhabitants_from_serbia_percentage,inhabitants_from_former_soviet_union_percentage,inhabitants_from_russia_percentage,inhabitants_from_ukraine_percentage,inhabitants_from_kazakhstan_percentage,inhabitants_from_islamic_countries_percentage,inhabitants_from_turkey_percentage,inhabitants_from_iran_percentage,inhabitants_from_arabic_countries_percentage,inhabitants_from_lebanon_percentage,inhabitants_from_syria_percentage,inhabitants_from_vietnam_percentage,inhabitants_from_united_states_percentage,inhabitants_from_undefined_percentage
011001,10724,2534,335,135,303,126,202,434,154,256,102,178,362,76,116,1736,768,526,72,3339,1004,280,1486,251,389,82,274,531,100.0,23.62924281984334,3.123834390152928,1.258858634837747,2.825438269302499,1.1749347258485638,1.8836255128683328,4.046997389033943,1.4360313315926894,2.3871689668034315,0.9511376352107423,1.659828422230511,3.3756061171204776,0.7086907870197687,1.081685938082805,16.187989556135772,7.161506900410294,4.904886236478926,0.6713912719134651,31.135770234986943,9.362178291682207,2.610966057441253,13.856769861991793,2.340544572920552,3.627377844088027,0.7646400596792242,2.555016784781798,4.951510630361805
011002,8245,2004,170,110,248,87,181,255,303,107,26,157,183,30,71,1878,933,479,83,1816,447,135,857,91,267,277,262,226,100.0,24.30563978168587,2.0618556701030926,1.334141904184354,3.007883565797453,1.055184960582171,2.195269860521528,3.0927835051546393,3.6749545178896303,1.2977562158884173,0.31534263189812006,1.9041843541540326,2.219526986052153,0.3638568829593693,0.8611279563371741,22.77744087325652,11.315949060036386,5.8095815645845965,1.0066707095209217,22.025469981807156,5.421467556094603,1.637355973317162,10.39417828987265,1.1036992116434203,3.2383262583383874,3.35961188599151,3.177683444511825,2.741055184960582
011003,32468,8381,990,344,1259,493,825,1097,630,385,172,822,953,134,244,4463,1797,1387,212,7367,2106,483,3208,282,1159,1783,1608,1040,100.0,25.813108291240606,3.049156092152273,1.0595047431316988,3.8776641616360727,1.518418134778859,2.5409634101268943,3.378711346556609,1.9403720586423554,1.185782924725884,0.5297523715658494,2.5317235431809784,2.9351977331526427,0.4127140569175804,0.7515091782678329,13.745842059874338,5.5346803006036716,4.271898484661821,0.6529505975113958,22.690033263521006,6.486386596033017,1.4876185782924725,9.880497720832821,0.8685474929161019,3.569668596772207,5.49156092152273,4.9525686830109645,3.203153874584206
011004,15801,5224,728,239,857,454,464,575,173,210,111,656,410,48,120,2439,873,863,70,2656,726,241,1009,63,324,219,1007,364,100.0,33.06119865831276,4.607303335231947,1.512562496044554,5.423707360293652,2.8732358711473958,2.9365230048731092,3.6390101892285296,1.0948674134548446,1.3290298082399847,0.7024871843554205,4.15163597240681,2.594772482754256,0.30377824188342506,0.7594456047085627,15.435731915701536,5.5249667742547945,5.461679640529081,0.44300993607999495,16.809062717549523,4.594645908486805,1.5252199227896968,6.385671792924498,0.39870894247199545,2.0505031327131196,1.385988228593127,6.373014366179356,2.3036516676159735
012005,25687,6951,635,331,823,244,390,1543,886,550,344,441,1580,256,550,2385,697,1006,87,8817,3078,428,3634,942,916,243,521,1237,100.0,27.06038073733795,2.4720675828239966,1.288589558920855,3.2039553081325183,0.94989683497489,1.5182777280336357,6.0069295752715375,3.4492155565071827,2.1411608985089736,1.339198816521976,1.7168217386226494,6.15097130844396,0.9966130727605403,2.1411608985089736,9.284852259898004,2.71343481138319,3.9163779343636858,0.3386927239459649,34.324755713006574,11.982714992019309,1.6662124810215284,14.147234009421108,3.6672246661735506,3.5660061509713086,0.9460038151594191,2.0282633238603185,4.815665511737455
012006,25638,6306,609,364,752,293,462,1365,553,350,261,464,1222,256,367,3047,1209,1013,145,8607,3536,524,3216,722,787,246,515,1429,100.0,24.596302363678916,2.375380294874795,1.419767532568843,2.9331461112411263,1.1428348545128326,1.8020126374912242,5.324128247133162,2.156954520633435,1.365161089008503,1.0180201263749122,1.809813557999844,4.76636243076683,0.9985178251033622,1.4314689133317733,11.884702394882595,4.7156564474608,3.9511662376160386,0.5655667368749512,33.57126140884624,13.792027459240192,2.0438411732584445,12.543880177860988,2.8161323036118264,3.0696622201419768,0.9595132225602621,2.0087370309696544,5.573757703409003
013007,25720,6291,379,581,566,148,255,1250,1385,608,292,268,1713,406,560,1716,512,650,93,11701,5961,172,3850,957,1049,204,264,1602,100.0,24.459564541213062,1.473561430793157,2.2589424572317265,2.2006220839813375,0.5754276827371696,0.9914463452566096,4.8600311041990665,5.384914463452566,2.363919129082426,1.135303265940902,1.04199066874028,6.6601866251944015,1.5785381026438567,2.177293934681182,6.671850699844479,1.9906687402799377,2.527216174183515,0.3615863141524106,45.49377916018663,23.176516329704512,0.6687402799377916,14.968895800933128,3.720839813374806,4.078538102643857,0.7931570762052876,1.026438569206843,6.228615863141524
013008,26945,4831,344,208,578,151,306,1197,622,332,267,255,1520,312,394,2185,822,673,219,13704,7512,187,4506,1427,1058,146,373,2176,100.0,17.92911486361106,1.2766747077379847,0.7719428465392466,2.145110410094637,0.5604008164780108,1.135646687697161,4.442382631285953,2.30840601224717,1.2321395435145666,0.9909074039710521,0.9463722397476341,5.641120801632956,1.1579142698088698,1.4622378920022268,8.109111152347374,3.050658749304138,2.497680460196697,0.8127667470773798,50.85915754314344,27.879012803859716,0.694006309148265,16.722954165893487,5.295973278901466,3.9265169790313603,0.5418444980515865,1.3843013546112453,8.075709779179812
014009,25338,6774,572,392,692,177,308,1667,1231,394,330,371,1664,317,397,1969,605,767,95,9709,4637,242,3056,648,766,197,330,1749,100.0,26.734548898887045,2.257478885468466,1.5470834319993685,2.7310758544478646,0.6985555292446128,1.2155655537137897,6.579051227405477,4.858315573446997,1.5549767148156919,1.302391664693346,1.464203962427974,6.5672113031809936,1.2510853263872446,1.5668166390401768,7.770936932670297,2.387718051937801,3.027073960059989,0.3749309337753572,38.317941431841504,18.30057620964559,0.9550872207751203,12.060936143342015,2.557423632488752,3.0231273186518273,0.7774883574078459,1.302391664693346,6.902675822874733
014010,37707,9872,700,667,906,327,534,1906,2064,886,331,463,2243,652,701,2368,758,931,108,15830,7766,368,5484,1431,1275,273,473,2051,100.0,26.18081523324582,1.8564192325032487,1.7689023258280958,2.4027368923542047,0.8672129843265177,1.4161826716524784,5.054764367358846,5.473784708409579,2.349696342854112,0.8778210942265361,1.2278887209271487,5.94849762643541,1.7291219137030258,1.8590712599782535,6.2800010608109895,2.010236826053518,2.4690375792293207,0.28641896730050126,41.98159492932347,20.595645370886043,0.9759461108017078,14.54371867292545,3.7950513167316418,3.3813350306309173,0.724003500676267,1.2544089956771953,5.439308351234519
