id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,397402,20127,28846,9521,48926,145722,47648,44463,52149,192476,147010,100.0,5.06464486842039,7.258644898616515,2.3958107910881172,12.31146295187241,36.66866296596394,11.989874233144272,11.188418779975944,13.122480510918416,48.433576076617626,36.992768028344095
02,292471,14614,21509,6748,30184,113586,40453,32639,32738,142491,89220,100.0,4.99673471899778,7.354233411175809,2.3072372987407297,10.320339452458533,38.83667098618325,13.831456794006927,11.15973891428552,11.193588424151454,48.71970212431318,30.50558858827029
03,428173,22176,37927,12457,40031,131580,62272,57811,63919,218000,83853,100.0,5.179214943492467,8.857868198134867,2.909338047938567,9.349258360522498,30.73056918581975,14.543654083746524,13.501785493246887,14.92831168709844,50.913999715068435,19.58390650508089
04,342851,15664,23231,7793,35329,94791,38951,47616,79476,177153,92314,100.0,4.5687485234110445,6.775829733616061,2.272999057899787,10.304476288533502,27.64787035767724,11.36091188300457,13.88824883112489,23.1809153247329,51.670550764034516,26.925399080066853
05,259922,15252,24740,7923,26639,66414,29592,35545,53817,132140,69627,100.0,5.867914220419972,9.518240087410838,3.0482221589553786,10.248843883934411,25.551511607328354,11.384953947722778,13.67525642308077,20.705057671147497,50.83832842160341,26.787651680119424
06,309356,13898,25335,8754,29826,68529,36398,46813,79803,163091,54570,100.0,4.492558734920285,8.18959386596672,2.8297495442144327,9.641319386079468,22.152148333958287,11.76573268338096,15.132404091079533,25.796493360400312,52.719520552373325,17.639871216333287
07,357229,18476,28257,8902,35197,98365,41483,50748,75801,181536,83369,100.0,5.172032505759611,7.910052095434581,2.491958939503792,9.852783508617721,27.5355584233083,11.612439079693978,14.2060135095415,21.21916193814052,50.81782274115484,23.337690948943116
08,330261,17757,27118,8586,32905,105432,39532,41200,57731,164797,94436,100.0,5.376656644290425,8.211081538540729,2.5997620064131097,9.963332031332794,31.923842052195084,11.969926815458077,12.474981908248326,17.480417003521456,49.899019260524256,28.59435416231405
09,299420,16907,25114,7501,28721,86122,34594,40283,60178,151295,52240,100.0,5.646583394562821,8.387549261906353,2.505176674904816,9.592211609110949,28.76294168726204,11.553670429497027,13.45367710907755,20.098189833678447,50.52935675639569,17.447064324360433
10,295403,17338,28428,8821,27530,75704,32193,40468,64921,148253,58794,100.0,5.869270115740193,9.62346353963907,2.9860901886575286,9.319472043276473,25.627363296919803,10.897993588419888,13.6992515309594,21.977095696387646,50.186694109403085,19.90297999681791
11,316730,18934,28177,8373,32284,98796,34967,35873,59326,159106,80556,100.0,5.977962302276387,8.89622075584883,2.643576547848325,10.19290878666372,31.192498342436775,11.040002525810626,11.326050579357814,18.730780159757522,50.23395320935813,25.433650112082844
12,273427,14548,24112,7590,27391,66733,30970,39520,62563,138032,65053,100.0,5.320615740215852,8.818441485295892,2.7758780222874844,10.017664678323648,24.406148624678618,11.326606370256046,14.453583589038391,22.88106148990407,50.48221280268591,23.79172503081261
