id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
021001,40958,2129,3539,1375,5256,13080,5282,4932,5365,20078,15425,100.0,5.19800771522047,8.640558621026418,3.3570975145270765,12.83265784462132,31.93515308364666,12.896137506714195,12.041603593925485,13.098784120318374,49.02094828849065,37.66053029933102
022002,64163,3074,4682,1558,6142,22295,8982,8836,8594,31830,17275,100.0,4.790923117684647,7.297040350357682,2.428190701806337,9.57249505166529,34.74744011346103,13.998722004893786,13.771176534763024,13.394012125368201,49.60802954974051,26.923616414444464
023003,19401,769,1367,498,2020,6161,3089,2781,2716,9264,6488,100.0,3.963713210659244,7.046028555229111,2.566877995979589,10.411834441523633,31.756095046647083,15.921859697953714,14.334312664295654,13.999278387711975,47.75011597340343,33.44157517653729
023004,26202,1107,1750,567,2625,9810,4093,3309,2941,12571,8685,100.0,4.224868330661781,6.678879474849247,2.163956949851156,10.018319212273873,37.43989008472636,15.620944966033127,12.628806961300665,11.224334020303793,47.97725364475994,33.146324708037554
024005,26181,1436,2011,518,2241,9973,3181,2705,4116,13238,6568,100.0,5.4848936251480085,7.681142813490699,1.9785340514113288,8.559642488827777,38.092509835376795,12.15003246629235,10.331920094725183,15.721324624727856,50.56338566135747,25.086895076582255
024006,27524,1420,1787,539,3598,10742,3091,2620,3727,13321,9492,100.0,5.15913384682459,6.492515622729254,1.9582909460834181,13.072227873855544,39.02775759337306,11.230199098968173,9.518965266676355,13.540909751489611,48.39776195320448,34.48626653102747
025007,31126,1604,2238,628,2784,14490,4696,2715,1971,14982,8299,100.0,5.153248088414831,7.190130437576303,2.017605860052689,8.944290946475615,46.55272119771252,15.087065475808007,8.722611321724603,6.33232667223543,48.13339330463278,26.662597185632592
025008,56916,3075,4135,1065,5518,27035,8039,4741,3308,27207,16988,100.0,5.40269871389416,7.265092416895073,1.8711785789584652,9.694989106753813,47.499824302480846,14.12432356455127,8.329819382950312,5.812073933516058,47.80202403542062,29.847494553376908
031001,17772,1142,1653,496,1728,4697,2095,2079,3882,8880,3806,100.0,6.425838397479181,9.301147873058744,2.7909070447895568,9.723160027008777,26.429214494710777,11.788206167004276,11.698176907494934,21.84334908845375,49.966239027684,21.41571010578438
032002,30036,1518,3043,968,2845,7005,4311,4765,5581,15410,4566,100.0,5.0539352776668,10.13117592222666,3.2227993074976693,9.471966972965774,23.32201358369956,14.352776667998402,15.86429617791983,18.5810360900253,51.30510054601145,15.201757890531361
032003,18842,982,2023,652,1400,4205,2547,3288,3745,9603,1878,100.0,5.2117609595584335,10.736652160067933,3.4603545271202627,7.430209107313448,22.317163783037895,13.517673283090966,17.450376817747586,19.875809362063475,50.96592718395074,9.967094788239041
033004,20239,1199,2365,677,1660,4535,2593,3131,4079,10344,2561,100.0,5.924205741390385,11.685359948614062,3.3450269282079157,8.201986264143486,22.407233558970304,12.81189782103859,15.470131923514007,20.154157814121252,51.1092445278917,12.65378724245269
033005,18026,977,1722,537,1552,4083,2184,2990,3981,8937,3017,100.0,5.419948962609563,9.552868079440808,2.9790302895817153,8.609785864861866,22.650615777210696,12.115832686120049,16.587151891711972,22.08476644846333,49.57838677465883,16.736935537556864
034006,18962,939,1649,650,1717,4053,2572,3241,4141,9739,2283,100.0,4.952009281721337,8.696340048518088,3.427908448475899,9.05495200928172,21.37432760257357,13.563970045353866,17.092078894631367,21.83841366944415,51.36061596877967,12.039869212108426
034007,39467,2286,3973,1335,3506,11209,5721,5113,6324,20861,5363,100.0,5.792180809283706,10.066637950692984,3.382572782324474,8.883370917475359,28.40094255960676,14.495654597511844,12.955127068183545,16.023513314921324,52.85681708769352,13.58856766412446
034008,37221,1827,3014,990,3542,11785,5267,4785,6011,19272,6687,100.0,4.908519384218586,8.097579323500174,2.6597888288869185,9.516133365573198,31.66223368528519,14.15061390075495,12.855646006286772,16.14948550549421,51.777222535665345,17.965664544208913
035009,41782,2251,3864,1190,4134,13805,5944,5180,5414,21104,8713,100.0,5.387487434780527,9.248001531760087,2.848116413766694,9.894212818917238,33.040543774831264,14.226221818007753,12.397683212866784,12.957732995069648,50.509788904312856,20.85347757407496
035010,16058,806,1293,423,1389,4363,1870,2312,3602,8340,2720,100.0,5.019305019305019,8.052061277867729,2.6342010212977955,8.649894133765102,27.170257815419106,11.645285838834225,14.397807946195043,22.43118694731598,51.9367293560842,16.938597583758874
036011,28003,1406,2118,698,2725,11567,4624,2910,1955,13997,7469,100.0,5.020890618862265,7.56347534192765,2.4925900796343248,9.73110023926008,41.306288611934434,16.51251651608756,10.391743741741957,6.981394850551727,49.98393029318287,26.67214227047102
036012,28069,1286,1748,569,2555,11232,4112,3260,3307,14432,6165,100.0,4.581566853111974,6.227510777013787,2.027147386796822,9.102568670063059,40.01567565641812,14.649613452563326,11.614236346146994,11.781680857885924,51.41615305140903,21.963732231287185
036013,22801,1016,1916,634,2255,8243,4326,3162,1249,11369,5406,100.0,4.455944914696723,8.403140213148546,2.7805797991316172,9.889917108898732,36.15192316126486,18.97285206789176,13.867812815227401,5.477829919740362,49.86184816455418,23.709486426033948
036014,29949,1529,2500,850,3074,9450,3773,3254,5519,15188,8387,100.0,5.10534575444923,8.34752412434472,2.8381582022772047,10.264115663294266,31.55364119002304,12.59808340846105,10.865137400247086,18.427994256903403,50.712878560219046,28.004273932351666
037015,27340,1460,2227,734,2661,9816,4669,3803,1970,13515,7245,100.0,5.340160936356987,8.145574250182882,2.6847110460863206,9.73299195318215,35.90343818580834,17.077542062911487,13.910021945866863,7.2055596196049745,49.43306510607169,26.499634235552307
037016,33606,1552,2819,1054,3288,11532,5664,4538,3159,17009,7587,100.0,4.618222936380408,8.388383026840446,3.1363447003511276,9.783967148723443,34.31530083913587,16.854133190501695,13.503541034339106,9.400107123727906,50.61298577634946,22.576325656132834
041001,19601,1032,1635,579,2065,5161,2428,2626,4075,9971,6423,100.0,5.265037498086833,8.34141115249222,2.95393092189174,10.535176776695067,26.330289270955564,12.387123105963981,13.397275649201571,20.789755624713024,50.86985357889904,32.76873628896485
042002,13186,516,1036,402,1660,2564,1390,1942,3676,6843,3063,100.0,3.913241316547854,7.856817837099954,3.0486880024268164,12.589109661762476,19.44486576672228,10.541483391475808,14.727741544061884,27.878052479902927,51.89595025026543,23.229182466252084
042003,27845,1241,1845,608,2917,6905,2951,3939,7439,14646,5991,100.0,4.456814508888489,6.6259651643023885,2.1835158915424673,10.475848446758844,24.797988866942,10.59795295385168,14.146166277608188,26.715747890105945,52.598312084754895,21.515532411564013
043004,42982,2052,2867,925,4473,12704,4874,5899,9188,22388,11342,100.0,4.774091480154484,6.670234051463403,2.1520636545530687,10.406681866827974,29.556558559396954,11.339630543018007,13.724349727793031,21.376390116793075,52.086920106090915,26.38779023777395
043005,16099,780,1029,356,1910,5418,1844,2104,2658,8010,5376,100.0,4.845021429902478,6.391701347909808,2.211317473134977,11.864090937325301,33.65426424001491,11.45412758556432,13.069134728865148,16.51034225728306,49.75464314553699,33.39337847071246
043006,50863,2416,2996,980,5869,16430,5701,6524,9947,25706,16343,100.0,4.750014745492794,5.8903328549240115,1.926744391797574,11.538839628020368,32.3024595481981,11.208540589426498,12.82661266539528,19.556455576745375,50.53968503627391,32.13141183178342
044007,19791,912,1568,503,1782,4299,2389,2866,5472,10418,4664,100.0,4.608155222070638,7.922793188823203,2.541559294628872,9.004092769440655,21.721994846142188,12.071143449042495,14.481329897428125,27.64893133242383,52.640088929311304,23.56626749532616
044008,34201,1516,2520,823,2900,7778,3880,5134,9650,18413,6718,100.0,4.432618929271074,7.368205608023157,2.4063623870647057,8.479284231455221,22.74202508698576,11.344697523464225,15.011256980790035,28.21554925294582,53.83760708751206,19.64270050583316
045009,28177,1195,1805,548,2791,8135,3240,3926,6537,14505,7869,100.0,4.241047662987543,6.4059339177343215,1.9448486354118606,9.905241863931575,28.87106505305746,11.498740107179614,13.93334989530468,23.199772864392944,51.47815594279022,27.927032686233456
045010,40517,1802,2483,824,3785,11183,4619,5829,9992,20877,11717,100.0,4.447515857541279,6.1282918281215295,2.0337142434040034,9.34175778068465,27.600760174741467,11.400153022188217,14.386553792235357,24.661253301083498,51.52651973245798,28.91872547325814
045011,49589,2202,3447,1245,5177,14214,5635,6827,10842,25376,12808,100.0,4.440500917542197,6.951138357296981,2.510637439754784,10.439815281614875,28.663614914597996,11.363407207243542,13.767166105386275,21.86371977656335,51.172639093347314,25.828308697493398
051001,29747,1892,2636,773,2887,8023,3100,3858,6578,15346,6705,100.0,6.360305240864625,8.861397788012235,2.5985813695498705,9.705180354321444,26.970786970114634,10.42121894644838,12.969375063031565,22.113154267657244,51.5883954684506,22.540088076108518
051002,43067,2519,4162,1374,4366,10529,4914,5911,9292,22116,11945,100.0,5.8490259363317625,9.664011888452876,3.1903777834536884,10.137692432721108,24.4479531892168,11.410128404578913,13.725125966517288,21.575684398727564,51.35254371096198,27.73585343766689
051003,41437,2522,3913,1239,4980,12300,4741,5072,6670,20545,15768,100.0,6.086347949899848,9.443251200617805,2.9900813282814873,12.018244564036971,29.683616091898546,11.441465357048049,12.240268359195888,16.096725149021406,49.58129208195574,38.05294784854116
052004,23796,1274,2206,704,2222,5312,2654,3870,5554,12161,4439,100.0,5.3538409816775925,9.270465624474701,2.958480416876786,9.337703815767357,22.323079509161204,11.15313498066902,16.263237518910742,23.3400571524626,51.10522776937301,18.654395696755756
052005,31047,1920,3672,1242,3124,7273,3542,4046,6228,15969,9488,100.0,6.1841723838051985,11.827229684027442,4.000386510773988,10.062163816149708,23.425773826778755,11.408509678873965,13.03185492962283,20.059909169968112,51.4349212484298,30.560118529970694
052006,37133,1936,2861,887,3806,9941,4191,5261,8250,18783,9984,100.0,5.213691325774917,7.704737026364689,2.388710850187165,10.24964317453478,26.77133546979775,11.28645679045593,14.167990736003016,22.217434626881747,50.58303934505696,26.887135432095437
053007,19983,1480,1972,593,2116,5742,2306,2443,3331,10282,5391,100.0,7.40629535104839,9.868388129910425,2.9675223940349293,10.58900065055297,28.734424260621527,11.539808837511885,12.225391582845418,16.669168793474455,51.45373567532403,26.977931241555318
053008,13606,797,1153,369,1602,4077,1590,1786,2232,6664,4239,100.0,5.85770983389681,8.474202557695135,2.712038806408937,11.77421725709246,29.964721446420693,11.686020873144201,13.12656181096575,16.40452741437601,48.97839188593267,31.155372629722184
054009,20106,912,2165,742,1536,3217,2554,3298,5682,10274,1668,100.0,4.5359594150999705,10.76792997115289,3.690440664478265,7.639510593852582,16.00019894558838,12.702675818163733,16.403063762061077,28.260220829603107,51.09917437580822,8.296031035511788
061001,22077,1029,1638,543,2113,5812,2647,3239,5056,11786,4237,100.0,4.660959369479549,7.419486343253159,2.459573311591249,9.571046790777732,26.326040675816458,11.989853693889568,14.671377451646512,22.90166236354577,53.38587670426236,19.19191919191919
061002,53976,2579,3819,1225,5387,15258,6248,7650,11810,28339,10900,100.0,4.77804950348303,7.07536682970209,2.269527197272862,9.980361642211353,28.268119164072917,11.575515043723136,14.172965762561137,21.88009485697347,52.502964280420926,20.19416036757077
062003,44651,2248,3523,1079,4304,10809,5113,6452,11123,23452,8461,100.0,5.03460168865199,7.8900808492530965,2.4165192268930147,9.639201809589931,24.20774450740185,11.451031331885064,14.449844348390853,24.9109762379342,52.522899823072265,18.94918366889879
062004,35845,1642,2983,1050,3283,7401,4138,5359,9989,18953,6615,100.0,4.5808341470219,8.321941693402147,2.9292788394476217,9.158878504672897,20.647231134049377,11.544148416794533,14.95048123866648,27.86720602594504,52.874877946715024,18.454456688520015
063005,34295,1498,2769,995,3130,6935,3909,5333,9726,18282,5349,100.0,4.36798367108908,8.074063274529815,2.9012975652427464,9.126694853477185,20.221606648199447,11.398162997521505,15.550371774311126,28.359819215629102,53.30806239976673,15.597025805511008
063006,49353,2087,4270,1558,4924,10533,6099,7732,12150,25668,8560,100.0,4.22871963203858,8.651956314712377,3.15684963426742,9.977103722164813,21.34216764938302,12.357911373168804,15.666727453244992,24.618564221019998,52.00899641359188,17.34443701497376
064007,26498,1028,2516,875,2824,4436,3145,4088,7586,13742,4556,100.0,3.8795380783455355,9.495056230658918,3.3021360102649258,10.657408106272172,16.74088610461167,11.868820288323647,15.427579439957734,28.6285757415654,51.86051777492641,17.193750471733715
064008,42661,1787,3817,1429,3861,7345,5099,6960,12363,22869,5892,100.0,4.188837579991093,8.947282060898713,3.349663627200487,9.050420759007055,17.217130400131268,11.95236867396451,16.314666791683273,28.979630107123604,53.606338341811025,13.81120930123532
071001,26341,1104,1715,543,2591,7622,3321,3918,5527,12445,8911,100.0,4.191184844918569,6.5107626893436095,2.0614251547017957,9.836376751072473,28.93587942750845,12.607721802513192,14.874150563759919,20.982498766181997,47.24573858243802,33.82939144299761
071002,24121,1137,1636,575,2501,7614,3014,3621,4023,11826,7202,100.0,4.713734919779446,6.782471705153186,2.3838149330458935,10.3685585174744,31.565855478628578,12.495336014261433,15.011815430537705,16.678413001119356,49.02781808382737,29.857800257037436
072003,21279,1011,1488,440,2138,6549,2528,2952,4173,10636,5414,100.0,4.751163118567602,6.992809812491188,2.0677663424033086,10.047464636496075,30.776822219089244,11.880257530899009,13.872832369942195,19.610883970111377,49.98355185863998,25.442924949480712
072004,31736,1669,2342,675,3310,10756,3923,4429,4632,16004,7880,100.0,5.259011847743887,7.37963196370053,2.126922107385934,10.429795815477691,33.892109906730525,12.361356188555582,13.955760020166371,14.595412150239476,50.42853541719183,24.829846231409125
073005,26257,1350,1913,655,2678,7191,3062,3923,5485,13990,5024,100.0,5.141486079902502,7.285676200632213,2.4945728758045473,10.19918497924363,27.386982518947327,11.661652130860341,14.940777697375937,20.889667517233498,53.28102982061927,19.13394523365198
073006,21375,1104,1673,507,2247,6085,2470,3117,4172,11034,4866,100.0,5.1649122807017545,7.826900584795321,2.3719298245614038,10.512280701754385,28.46783625730994,11.555555555555555,14.582456140350878,19.51812865497076,51.62105263157895,22.764912280701754
074007,19074,865,1674,602,2183,5104,2321,2734,3591,9359,5372,100.0,4.534969067841041,8.776344762503932,3.156128761665094,11.44489881514103,26.75893886966551,12.168396770472894,14.333647897661738,18.82667505504876,49.06679249239803,28.16399286987522
074008,32558,1744,2482,717,3113,9928,3720,4437,6417,16787,7220,100.0,5.356594385404509,7.623318385650224,2.202223723815959,9.561398120277659,30.493273542600896,11.425763253271086,13.627986977087044,19.709441611892622,51.56029240125315,22.175809324897106
074009,15365,914,1120,358,1738,5223,1666,1820,2526,7679,4873,100.0,5.948584445167588,7.289293849658314,2.3299707126586395,11.311422063130491,33.99284087211194,10.842824601366742,11.845102505694761,16.439960950211518,49.97722095671982,31.714936544093717
075010,32900,1885,2413,707,3060,9491,3513,4441,7390,16919,7303,100.0,5.729483282674773,7.334346504559271,2.148936170212766,9.300911854103342,28.848024316109424,10.677811550151976,13.498480243161094,22.462006079027354,51.42553191489362,22.19756838905775
075011,21178,1086,1676,519,1916,4776,2186,2984,6035,11045,4378,100.0,5.127962980451412,7.913872886958165,2.450656341486448,9.04712437435074,22.551704599112284,10.322032297667391,14.09009349324771,28.496553026725845,52.15317782604589,20.672395882519595
076012,17948,941,1776,565,1845,4015,1992,2446,4368,9011,4099,100.0,5.242924002674393,9.89525295297526,3.1479830621796303,10.2796969021618,22.370180521506576,11.098729663472254,13.628259416090929,24.336973478939157,50.20615110318698,22.838199242255406
076013,14319,849,1276,436,1260,3229,1651,1811,3807,7567,2762,100.0,5.929184998952441,8.911236818213562,3.0449053704867657,8.799497171590195,22.550457434178366,11.53013478594874,12.647531252182414,26.587052168447517,52.84586912493889,19.289056498358825
076014,21251,1029,1911,635,1781,4125,2598,3450,5722,10981,2673,100.0,4.842125076466989,8.99251799915298,2.988094677897511,8.380782080843256,19.410851254058635,12.225307044374382,16.234530139758128,26.925791727448118,51.6728624535316,12.578231612629995
076015,31527,1788,3162,968,2836,6657,3518,4665,7933,16253,5392,100.0,5.671329336758968,10.029498525073747,3.070384115202842,8.995464205284359,21.115234560852603,11.158689377359089,14.796840803121134,25.162559076347257,51.55263742189234,17.102800773939798
081001,33053,1675,2147,697,3292,14394,4042,3364,3442,15988,12065,100.0,5.067618673040268,6.4956282334432585,2.1087344567815327,9.959761595014069,43.54824070432336,12.228844582942546,10.177593561855202,10.413578192599763,48.370798414667355,36.50198166580946
081002,37667,1814,2734,954,4259,15182,4533,3969,4222,18200,14488,100.0,4.815886585074469,7.258342846523481,2.532720949372129,11.306979584251467,40.305838001433614,12.034406775161282,10.537074893142538,11.208750365041018,48.31815647649136,38.463376430297075
081003,37707,1674,2465,779,3307,15635,5543,4322,3982,18728,12560,100.0,4.439493993157769,6.53724772588644,2.0659294030286155,8.770254859840348,41.464449571697564,14.700188293950726,11.462062746970059,10.56037340546848,49.66717055188692,33.309465086058296
081004,39081,2131,2884,910,3783,16578,4787,3846,4162,19031,13959,100.0,5.452777564545432,7.379545047465521,2.3284972237148485,9.679895601443157,42.4195900821371,12.248918912003274,9.841099255392646,10.649676313298022,48.69629743353548,35.718123896522606
081005,15076,932,1926,636,1812,4002,1794,1762,2212,7295,5387,100.0,6.1820111435394,12.775271955425843,4.218625630140621,12.019103210400637,26.54550278588485,11.899708145396657,11.687450252056248,14.672326877155745,48.38816662244627,35.732289732024405
082006,21254,1261,1861,599,2481,6610,2379,2631,3432,10314,7505,100.0,5.933000846899407,8.755998870800791,2.8182930271948807,11.67309682883222,31.100028229980236,11.193187164768984,12.378846334807566,16.147548696715912,48.527336030864774,35.3110002822998
082007,23244,1116,1793,584,2182,5558,2769,3651,5591,11803,4074,100.0,4.801239029426949,7.713818619858888,2.512476337979694,9.387368783341937,23.911547065909485,11.912751677852349,15.707279297883325,24.053519187747376,50.7786955773533,17.527103768714507
082008,30172,1710,2760,819,2944,7014,3313,4337,7275,15429,6531,100.0,5.6675062972292185,9.147554023598039,2.7144372265676786,9.757390958504573,23.246718812143712,10.980379159485617,14.374254275487205,24.111759246983958,51.136815590613814,21.64589685801405
083009,20229,1251,1659,496,1980,4808,2112,2580,5343,10623,4808,100.0,6.184191012902269,8.20109743437639,2.451925453556775,9.787928221859707,23.767858025606802,10.440456769983687,12.753967076968708,26.412576004745663,52.51371792970488,23.767858025606802
083010,18825,1275,1870,565,1993,4738,2023,2368,3993,9711,4664,100.0,6.772908366533864,9.933598937583001,3.00132802124834,10.586985391766268,25.168658698539176,10.746347941567064,12.57901726427623,21.211155378486055,51.58565737051792,24.775564409030544
084011,9752,506,815,232,871,2087,1024,1432,2785,5043,1803,100.0,5.188679245283019,8.357260049220674,2.3789991796554553,8.931501230516817,21.400738310090237,10.500410172272355,14.684167350287119,28.558244462674327,51.712469237079574,18.488515176374076
084012,44201,2412,4204,1315,4001,8826,5213,6938,11292,22632,6592,100.0,5.456890115608244,9.511097034003756,2.975045813443135,9.051831406529264,19.967874029999322,11.7938508178548,15.696477455261192,25.546933327300287,51.20246148277189,14.913689735526345
091001,13454,746,1241,337,1113,4903,2168,1562,1384,6772,2932,100.0,5.544819384569645,9.224022595510629,2.50483127694366,8.272632674297608,36.44269362271444,16.11416679054556,11.609930132302662,10.286903523115802,50.33447301917645,21.79277538278579
091002,11814,533,758,188,1252,3895,1387,1575,2226,5942,2402,100.0,4.511596411037752,6.416116471982394,1.5913323175893008,10.597596072456408,32.9693583883528,11.740308109023193,13.331640426612493,18.842051802945658,50.29625867614694,20.331809717284578
091003,19509,1053,1300,388,1643,6495,2097,2501,4032,10003,3299,100.0,5.397508842072889,6.663591163052949,1.9888256702034959,8.42175406222769,33.29232661848378,10.748885129940028,12.819724229842636,20.667384284176535,51.27377108001435,16.91014403608591
091004,22192,1347,1769,547,2260,6144,2478,3099,4548,11343,3365,100.0,6.069754866618601,7.971341023792358,2.464852198990627,10.183850036049026,27.68565248738284,11.166186012977649,13.964491708723864,20.493871665465033,51.11301369863014,15.163121845710165
092005,25629,1408,2148,574,3779,9711,2676,2504,2829,12221,7121,100.0,5.49377658121659,8.381130750321901,2.239650396035741,14.745015412228335,37.89067072456982,10.441296968278122,9.77018221545905,11.038276951890436,47.684263919778374,27.784931132701235
092006,14885,926,1088,351,1830,5457,1510,1505,2218,7099,4205,100.0,6.221027880416527,7.309371850856566,2.3580786026200875,12.294255962378232,36.661068189452465,10.1444407121263,10.110849848841115,14.900906953308702,47.69230769230769,28.249916022841788
092007,22661,1338,1710,509,3031,7767,2391,2506,3409,11020,5948,100.0,5.904417280790786,7.5460041480958475,2.246149772737302,13.37540267419796,34.27474515687746,10.551167203565598,11.05864701469485,15.043466749040203,48.62980450995102,26.24773840518953
092008,13080,756,1057,341,1496,4529,1513,1457,1931,6415,2863,100.0,5.779816513761468,8.081039755351682,2.6070336391437308,11.43730886850153,34.625382262996936,11.567278287461773,11.13914373088685,14.762996941896025,49.04434250764526,21.888379204892967
093009,31672,2239,3686,1101,2777,7633,3822,4891,5523,16199,5364,100.0,7.069335690831018,11.638039909067945,3.4762566304622378,8.767996968931548,24.10015155342258,12.06744127304875,15.442662288456683,17.438115685779238,51.14612275827229,16.936094973478152
093010,15622,981,1446,432,1454,3775,1837,2445,3252,7837,2494,100.0,6.279605684291384,9.256177186019716,2.76533094354116,9.307387018307516,24.164639610805274,11.759057739085904,15.651004992958647,20.816796824990398,50.16643195493534,15.964665215721418
093011,8497,525,661,161,568,2450,968,1108,2056,4367,1166,100.0,6.178651288690126,7.779216193950806,1.8947863951983053,6.684712251382841,28.833706013887255,11.392256090384842,13.039896434035542,24.19677533247028,51.39460986230434,13.72249029069083
093012,4493,221,408,116,292,839,599,786,1232,2274,290,100.0,4.918762519474738,9.080792343645673,2.5817939016247493,6.4989984420209215,18.67349209882039,13.331849543734698,17.49387936790563,27.420431782773203,50.6120632094369,6.454484754061875
094013,13156,620,973,283,907,2812,1435,2158,3968,6822,1166,100.0,4.712678625722104,7.395865004560656,2.151109759805412,6.894192763757981,21.374277896017027,10.907570690179385,16.40316205533597,30.161143204621467,51.85466707205838,8.862876254180602
094014,12098,578,984,319,981,2551,1183,1374,4128,6475,1795,100.0,4.777649198214581,8.133575797652504,2.63679947098694,8.10877831046454,21.086129938832865,9.778475781120846,11.357249132087949,34.12134237063977,53.52124318069102,14.837163167465697
094015,7417,445,739,257,749,2215,900,970,1142,3670,1456,100.0,5.999730349197789,9.963597141701497,3.465012808413105,10.098422542807064,29.863826344883375,12.134286099501146,13.078063907240123,15.3970608062559,49.48092220574356,19.630578400970744
094016,7041,309,644,191,351,1323,887,1435,1901,3540,388,100.0,4.388581167447806,9.146428064195426,2.7126828575486437,4.985087345547507,18.789944610140605,12.597642380343702,20.38062775173981,26.999005823036498,50.27694929697486,5.510580883397244
095017,18939,857,1592,516,1333,3899,2373,3105,5264,10156,1357,100.0,4.52505412112572,8.405934843444744,2.7245366703627436,7.038386398437088,20.587148212682823,12.529700617772848,16.39474101061302,27.794498125561013,53.62479539574423,7.165109034267912
095018,11271,662,972,316,820,2366,1363,1868,2904,5636,1156,100.0,5.873480613965043,8.623902049507585,2.803655398811108,7.275308313370597,20.9919261822376,12.09298198917576,16.573507230946678,25.765238221985626,50.00443616360572,10.256410256410255
095019,12498,769,956,251,1090,4090,1432,1479,2431,6341,2194,100.0,6.152984477516402,7.649223875820131,2.0083213314130264,8.721395423267724,32.725236037766045,11.457833253320532,11.833893422947671,19.45111217794847,50.736117778844616,17.554808769403106
095020,13492,594,982,323,995,3268,1575,1955,3800,7163,1279,100.0,4.402608953453899,7.2783871924103165,2.394011265935369,7.374740587014528,24.221761043581385,11.673584346279277,14.490068188556183,28.16483842276905,53.09072042691966,9.479691669137265
101001,25173,1552,2531,844,2571,6921,2799,3394,4561,12417,5279,100.0,6.16533587573988,10.05442339014023,3.352798633456481,10.213323799308784,27.49374329638899,11.11905613156954,13.482699717951775,18.11861915544433,49.326659516148254,20.97088150001986
101002,52258,3065,4640,1521,5560,14094,5452,5307,12619,25902,11308,100.0,5.865130697692219,8.879023307436182,2.9105591488384555,10.639519308048529,26.970033296337405,10.432852386237514,10.155382907880133,24.147498947529563,49.565616747674994,21.63879214665697
101003,42558,2311,3549,1120,4331,10859,4413,4630,11345,21576,9285,100.0,5.430236383288689,8.339207669533343,2.6317026176042106,10.176700032896283,25.515766718360826,10.36937826025659,10.879270642417408,26.65773767564265,50.69787114056111,21.81728464683491
