id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
03500935,6850,2251.0,5352.0,4599.0,753.0,1498.0,100.0,32.86131386861314,78.13138686131387,67.13868613138686,10.992700729927007,21.868613138686133
03500936,10047,2727.0,8330.0,7320.0,1010.0,1717.0,100.0,27.14243057629143,82.91032148900169,72.85756942370857,10.052752065293122,17.089678510998308
03501037,8467,2211.0,6904.0,6256.0,648.0,1563.0,100.0,26.113145151765675,81.54009684658085,73.88685484823432,7.653241998346521,18.45990315341916
03501038,7591,1756.0,6434.0,5835.0,599.0,1157.0,100.0,23.13265709392702,84.75826636806745,76.86734290607298,7.8909234619944675,15.241733631932552
03601139,4063,1731.0,2923.0,2332.0,591.0,1140.0,100.0,42.60398720157519,71.94191484125031,57.39601279842481,14.545902042825498,28.05808515874969
03601140,5992,2247.0,4511.0,3745.0,766.0,1481.0,100.0,37.5,75.28371161548732,62.5,12.783711615487316,24.716288384512684
03601141,7096,2907.0,5116.0,4189.0,927.0,1980.0,100.0,40.96674182638106,72.09695603156709,59.03325817361894,13.063697857948139,27.90304396843292
03601142,10852,4335.0,7984.0,6517.0,1467.0,2868.0,100.0,39.94655363066716,73.57169185403613,60.05344636933284,13.51824548470328,26.42830814596388
03601243,6926,2338.0,5486.0,4588.0,898.0,1440.0,100.0,33.75685821542015,79.2087785157378,66.24314178457983,12.965636731157955,20.791221484262202
03601244,7589,2409.0,6059.0,5180.0,879.0,1530.0,100.0,31.743312689418897,79.83924100672026,68.2566873105811,11.582553696139149,20.16075899327975
03601245,13554,4871.0,10359.0,8683.0,1676.0,3195.0,100.0,35.9377305592445,76.42762284196547,64.06226944075549,12.365353401209974,23.57237715803453
03601346,5856,2324.0,4320.0,3532.0,788.0,1536.0,100.0,39.68579234972678,73.77049180327869,60.31420765027322,13.456284153005466,26.229508196721312
03601347,9510,3422.0,7388.0,6088.0,1300.0,2122.0,100.0,35.98317560462671,77.68664563617244,64.01682439537329,13.669821240799159,22.31335436382755
03601348,7435,2739.0,5687.0,4696.0,991.0,1748.0,100.0,36.83927370544721,76.48957632817753,63.160726294552795,13.328850033624748,23.510423671822462
03601449,9908,2541.0,8340.0,7367.0,973.0,1568.0,100.0,25.645942672587807,84.17440452159872,74.35405732741219,9.820347194186516,15.825595478401292
03601450,5348,3319.0,2426.0,2029.0,397.0,2922.0,100.0,62.06058339566193,45.362752430815256,37.93941660433807,7.423335826477189,54.637247569184744
03601451,6468,2390.0,4905.0,4078.0,827.0,1563.0,100.0,36.951144094001236,75.83487940630798,63.04885590599877,12.786023500309215,24.16512059369202
03601452,4807,2184.0,3298.0,2623.0,675.0,1509.0,100.0,45.43374245891408,68.60827959226128,54.56625754108592,14.042022051175367,31.391720407738717
03601453,3418,1355.0,2593.0,2063.0,530.0,825.0,100.0,39.64306612053833,75.86307782328848,60.35693387946167,15.5061439438268,24.13692217671153
03701554,11420,4855.0,8292.0,6565.0,1727.0,3128.0,100.0,42.513134851138354,72.60945709281962,57.486865148861646,15.12259194395797,27.390542907180386
03701555,7280,2711.0,5563.0,4569.0,994.0,1717.0,100.0,37.23901098901099,76.41483516483515,62.76098901098901,13.653846153846153,23.585164835164836
03701556,8640,3668.0,6240.0,4972.0,1268.0,2400.0,100.0,42.4537037037037,72.22222222222221,57.5462962962963,14.675925925925926,27.77777777777778
03701657,3242,1175.0,2514.0,2067.0,447.0,728.0,100.0,36.24305983960518,77.54472547809993,63.75694016039481,13.78778531770512,22.455274521900062
03701658,8272,3068.0,6311.0,5204.0,1107.0,1961.0,100.0,37.0889748549323,76.29352030947776,62.9110251450677,13.382495164410058,23.706479690522244
03701659,9539,3917.0,7023.0,5622.0,1401.0,2516.0,100.0,41.06300450781004,73.62406960897368,58.93699549218996,14.68707411678373,26.375930391026316
03701660,12553,4010.0,10171.0,8543.0,1628.0,2382.0,100.0,31.944555086433525,81.02445630526567,68.05544491356648,12.969011391699196,18.975543694734327
04100101,11796,6664.0,7747.0,5132.0,2615.0,4049.0,100.0,56.49372668701255,65.67480501865039,43.50627331298745,22.168531705662936,34.32519498134961
04100102,7805,4791.0,5431.0,3014.0,2417.0,2374.0,100.0,61.383728379244076,69.58360025624599,38.616271620755924,30.96732863549007,30.416399743754003
04200203,1448,422.0,1231.0,1026.0,205.0,217.0,100.0,29.14364640883978,85.01381215469614,70.85635359116023,14.157458563535913,14.986187845303867
04200204,3405,1587.0,2265.0,1818.0,447.0,1140.0,100.0,46.6079295154185,66.51982378854625,53.3920704845815,13.127753303964756,33.480176211453745
04200205,2471,820.0,2011.0,1651.0,360.0,460.0,100.0,33.18494536624848,81.38405503844596,66.81505463375152,14.569000404694455,18.615944961554025
04200206,2867,917.0,2424.0,1950.0,474.0,443.0,100.0,31.984652947331703,84.54830833623997,68.01534705266829,16.53296128357168,15.451691663760029
04200207,2995,1146.0,2192.0,1849.0,343.0,803.0,100.0,38.263772954924875,73.18864774624375,61.73622704507512,11.452420701168615,26.81135225375626
04200308,6083,2342.0,4657.0,3741.0,916.0,1426.0,100.0,38.50073976656255,76.55761959559429,61.49926023343745,15.058359362156832,23.44238040440572
04200309,6915,2273.0,5757.0,4642.0,1115.0,1158.0,100.0,32.8705712219812,83.25379609544468,67.12942877801879,16.124367317425886,16.746203904555315
04200310,7485,2917.0,5955.0,4568.0,1387.0,1530.0,100.0,38.97127588510354,79.55911823647295,61.02872411489646,18.530394121576485,20.440881763527056
04200311,7362,3218.0,5485.0,4144.0,1341.0,1877.0,100.0,43.71094811192611,74.50421081227927,56.28905188807389,18.21515892420538,25.49578918772073
04300412,4490,2742.0,2548.0,1748.0,800.0,1942.0,100.0,61.06904231625835,56.74832962138085,38.930957683741646,17.817371937639198,43.25167037861915
04300413,9934,4956.0,7458.0,4978.0,2480.0,2476.0,100.0,49.889269176565335,75.07549828870546,50.110730823434665,24.96476746527079,24.924501711294546
04300414,10532,4391.0,8060.0,6141.0,1919.0,2472.0,100.0,41.69198632738321,76.52867451576148,58.30801367261679,18.2206608431447,23.471325484238513
04300415,6292,2643.0,4800.0,3649.0,1151.0,1492.0,100.0,42.005721551176094,76.28734901462174,57.9942784488239,18.29307056579784,23.712650985378257
04300416,11734,5136.0,8774.0,6598.0,2176.0,2960.0,100.0,43.770240327254136,74.77416055905914,56.22975967274587,18.544400886313277,25.225839440940856
04300517,9424,4806.0,6508.0,4618.0,1890.0,2916.0,100.0,50.997453310696095,69.05772495755518,49.002546689303905,20.05517826825127,30.942275042444823
04300518,6675,3784.0,4215.0,2891.0,1324.0,2460.0,100.0,56.68913857677903,63.146067415730336,43.31086142322098,19.835205992509366,36.853932584269664
04300619,9124,4568.0,6463.0,4556.0,1907.0,2661.0,100.0,50.065760631302055,70.83516001753617,49.934239368697945,20.900920648838227,29.164839982463832
04300620,4097,2675.0,2480.0,1422.0,1058.0,1617.0,100.0,65.29167683670978,60.53209665608982,34.70832316329021,25.823773492799614,39.46790334391018
04300621,10908,5672.0,7676.0,5236.0,2440.0,3232.0,100.0,51.998533186652,70.37037037037037,48.001466813348,22.368903557022367,29.629629629629626
04300622,5263,3221.0,3507.0,2042.0,1465.0,1756.0,100.0,61.200836025080754,66.6349990499715,38.799163974919246,27.835835075052252,33.3650009500285
04300623,12218,7124.0,7743.0,5094.0,2649.0,4475.0,100.0,58.30741528891799,63.37371091831724,41.692584711082006,21.681126207235227,36.62628908168276
04300624,9253,4360.0,6651.0,4893.0,1758.0,2602.0,100.0,47.119853020641955,71.87939046795634,52.880146979358045,18.999243488598292,28.120609532043662
04400725,57,39.0,24.0,18.0,6.0,33.0,100.0,68.42105263157895,42.10526315789473,31.57894736842105,10.526315789473683,57.89473684210527
04400726,5448,2550.0,4101.0,2898.0,1203.0,1347.0,100.0,46.80616740088105,75.27533039647577,53.19383259911894,22.08149779735683,24.72466960352423
04400727,8281,3713.0,6260.0,4568.0,1692.0,2021.0,100.0,44.837580002415166,75.59473493539429,55.162419997584834,20.432314937809444,24.405265064605725
04400728,3193,1384.0,2510.0,1809.0,701.0,683.0,100.0,43.344816786720955,78.60945818979017,56.655183213279045,21.95427497651112,21.390541810209836
04400729,2812,1189.0,2232.0,1623.0,609.0,580.0,100.0,42.28307254623044,79.37411095305832,57.716927453769564,21.657183499288763,20.62588904694168
04400830,8389,4160.0,5984.0,4229.0,1755.0,2405.0,100.0,49.58874716891167,71.33150554297293,50.411252831088326,20.92025271188461,28.66849445702706
04400831,1524,502.0,1282.0,1022.0,260.0,242.0,100.0,32.93963254593176,84.12073490813648,67.06036745406824,17.060367454068242,15.879265091863518
04400832,6964,2047.0,5856.0,4917.0,939.0,1108.0,100.0,29.394026421596784,84.08960367604826,70.60597357840321,13.483630097645033,15.910396323951753
04400833,3844,1557.0,3073.0,2287.0,786.0,771.0,100.0,40.504682622268476,79.94276795005203,59.495317377731524,20.4474505723205,20.05723204994797
04400834,3362,1195.0,2737.0,2167.0,570.0,625.0,100.0,35.544318857822724,81.4098750743605,64.45568114217728,16.954193932183223,18.5901249256395
04400835,10118,3038.0,8551.0,7080.0,1471.0,1567.0,100.0,30.025696778019373,84.51274955524806,69.97430322198063,14.538446333267444,15.487250444751927
04500936,5457,2572.0,3980.0,2885.0,1095.0,1477.0,100.0,47.13212387758842,72.93384643577056,52.86787612241158,20.06597031335899,27.066153564229428
04500937,7667,3527.0,5609.0,4140.0,1469.0,2058.0,100.0,46.002347724012,73.1576887961393,53.997652275987996,19.160036520151298,26.842311203860703
