id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,3475,2318.0,1992.0,1157.0,835.0,1483.0,100.0,66.70503597122303,57.32374100719424,33.29496402877698,24.028776978417266,42.67625899280576
01100102,2066,1486.0,979.0,580.0,399.0,1087.0,100.0,71.92642787996128,47.38625363020329,28.07357212003872,19.31268151016457,52.61374636979671
01100103,5755,3563.0,3607.0,2192.0,1415.0,2148.0,100.0,61.911381407471765,62.67593397046048,38.088618592528235,24.587315377932235,37.32406602953953
01100104,4968,3357.0,2961.0,1611.0,1350.0,2007.0,100.0,67.57246376811594,59.60144927536232,32.427536231884055,27.173913043478258,40.39855072463768
01100205,2937,2058.0,1416.0,879.0,537.0,1521.0,100.0,70.07150153217569,48.212461695607765,29.928498467824312,18.283963227783453,51.787538304392235
01100206,1902,1047.0,1242.0,855.0,387.0,660.0,100.0,55.047318611987386,65.29968454258676,44.952681388012614,20.347003154574132,34.70031545741325
01100207,8860,5140.0,5654.0,3720.0,1934.0,3206.0,100.0,58.013544018058695,63.81489841986456,41.98645598194131,21.82844243792325,36.185101580135445
01100308,7335,3668.0,4894.0,3667.0,1227.0,2441.0,100.0,50.00681663258351,66.7211997273347,49.99318336741649,16.7280163599182,33.27880027266531
01100309,12645,5696.0,9069.0,6949.0,2120.0,3576.0,100.0,45.04547251878213,71.72004744958481,54.95452748121787,16.76551996836694,28.27995255041518
01100310,10195,5720.0,6336.0,4475.0,1861.0,3859.0,100.0,56.10593428151054,62.14811181951937,43.89406571848946,18.254046101029918,37.85188818048063
01100311,9852,5491.0,6374.0,4361.0,2013.0,3478.0,100.0,55.73487616727568,64.6975233455136,44.26512383272432,20.43239951278928,35.3024766544864
01100312,10722,5780.0,7017.0,4942.0,2075.0,3705.0,100.0,53.90785301249766,65.44487968662564,46.09214698750233,19.352732699123298,34.555120313374374
01100313,11616,6113.0,7459.0,5503.0,1956.0,4157.0,100.0,52.62568870523416,64.21315426997245,47.37431129476584,16.83884297520661,35.78684573002755
01100414,5519,3323.0,3162.0,2196.0,966.0,2357.0,100.0,60.21018300416742,57.29298786011958,39.78981699583258,17.50317086428701,42.70701213988041
01100415,13436,6282.0,9269.0,7154.0,2115.0,4167.0,100.0,46.7549866031557,68.98630544805002,53.2450133968443,15.741292051205717,31.013694551949982
01100416,13687,6196.0,9728.0,7491.0,2237.0,3959.0,100.0,45.26923357930883,71.07474245634545,54.73076642069117,16.34397603565427,28.925257543654563
01200517,3906,2490.0,2163.0,1416.0,747.0,1743.0,100.0,63.74807987711214,55.376344086021504,36.25192012288787,19.12442396313364,44.623655913978496
01200518,7086,4793.0,3785.0,2293.0,1492.0,3301.0,100.0,67.64041772509172,53.41518487157776,32.35958227490827,21.05560259666949,46.58481512842224
01200519,9554,5664.0,5757.0,3890.0,1867.0,3797.0,100.0,59.284069499686,60.25748377642872,40.71593050031401,19.54155327611472,39.74251622357128
01200520,9523,4902.0,6517.0,4621.0,1896.0,3006.0,100.0,51.475375406909585,68.43431691693795,48.524624593090415,19.909692323847526,31.565683083062062
01200521,5238,3273.0,3140.0,1965.0,1175.0,2098.0,100.0,62.485681557846505,59.94654448262696,37.514318442153495,22.432226040473463,40.053455517373045
01200522,11462,4565.0,8889.0,6897.0,1992.0,2573.0,100.0,39.82725527831094,77.55191066131565,60.172744721689064,17.379165939626592,22.448089338684348
01200623,11036,6096.0,7355.0,4940.0,2415.0,3681.0,100.0,55.237404856832185,66.64552374048569,44.762595143167815,21.882928597317868,33.354476259514314
01200624,7209,5424.0,3439.0,1785.0,1654.0,3770.0,100.0,75.23928422804828,47.70425856568178,24.760715771951727,22.94354279373006,52.29574143431821
01200625,6891,4324.0,4480.0,2567.0,1913.0,2411.0,100.0,62.74851255260485,65.01233492961835,37.25148744739516,27.760847482223188,34.98766507038166
01200626,6012,2854.0,4294.0,3158.0,1136.0,1718.0,100.0,47.47172322022622,71.42381902860944,52.52827677977378,18.89554224883566,28.576180971390553
01200627,3332,2287.0,2198.0,1045.0,1153.0,1134.0,100.0,68.63745498199279,65.96638655462185,31.362545018007204,34.603841536614645,34.03361344537815
01200628,3292,1591.0,2416.0,1701.0,715.0,876.0,100.0,48.32928311057108,73.39003645200486,51.67071688942892,21.719319562575944,26.609963547995143
01200629,5973,3062.0,3926.0,2911.0,1015.0,2047.0,100.0,51.26402142976728,65.72911434789887,48.73597857023271,16.993135777666165,34.27088565210112
01300730,8079,5962.0,4132.0,2117.0,2015.0,3947.0,100.0,73.79626191360316,51.14494368114866,26.203738086396832,24.941205594751825,48.85505631885134
01300731,8920,5729.0,5176.0,3191.0,1985.0,3744.0,100.0,64.22645739910314,58.02690582959641,35.77354260089686,22.253363228699552,41.973094170403584
01300732,10046,6447.0,6015.0,3599.0,2416.0,4031.0,100.0,64.17479593868207,59.87457694604817,35.82520406131794,24.049372884730243,40.12542305395182
01300733,11692,7582.0,7100.0,4110.0,2990.0,4592.0,100.0,64.84775915155662,60.725282244269586,35.15224084844338,25.573041395826206,39.274717755730414
01300834,14283,9794.0,9851.0,4489.0,5362.0,4432.0,100.0,68.57102849541413,68.97010431982076,31.428971504585874,37.541132815234896,31.02989568017923
01300835,10800,6859.0,7212.0,3941.0,3271.0,3588.0,100.0,63.50925925925925,66.77777777777779,36.49074074074074,30.287037037037035,33.22222222222222
01300836,15059,10292.0,8654.0,4767.0,3887.0,6405.0,100.0,68.34451158775482,57.46729530513315,31.65548841224517,25.811806892887972,42.53270469486686
01400937,11021,6132.0,7228.0,4889.0,2339.0,3793.0,100.0,55.63923418927502,65.58388530986299,44.36076581072498,21.22311949913801,34.416114690137015
01400938,9744,5467.0,6260.0,4277.0,1983.0,3484.0,100.0,56.106321839080465,64.24466338259441,43.89367816091954,20.35098522167488,35.75533661740558
01400939,6136,3615.0,3609.0,2521.0,1088.0,2527.0,100.0,58.91460234680574,58.81681877444589,41.08539765319426,17.731421121251632,41.18318122555411
01400940,7167,3195.0,5729.0,3972.0,1757.0,1438.0,100.0,44.57932189200503,79.93581693874704,55.42067810799498,24.515138830752058,20.064183061252965
01400941,3842,1946.0,2739.0,1896.0,843.0,1103.0,100.0,50.65070275897969,71.29099427381573,49.3492972410203,21.941697032795417,28.709005726184277
01400942,8633,4983.0,5333.0,3650.0,1683.0,3300.0,100.0,57.7203753040658,61.77458589134716,42.2796246959342,19.494961195412948,38.22541410865284
01401043,7625,5338.0,4336.0,2287.0,2049.0,3289.0,100.0,70.00655737704918,56.86557377049181,29.993442622950823,26.872131147540983,43.1344262295082
01401044,10272,7315.0,5609.0,2957.0,2652.0,4663.0,100.0,71.2130062305296,54.604750778816204,28.786993769470403,25.817757009345794,45.3952492211838
01401045,5487,4091.0,3032.0,1396.0,1636.0,2455.0,100.0,74.55804629123382,55.25788226717696,25.441953708766174,29.815928558410786,44.74211773282303
01401046,8839,4789.0,5729.0,4050.0,1679.0,3110.0,100.0,54.180337142210654,64.81502432401855,45.819662857789346,18.99536146622921,35.18497567598145
01401047,8249,5935.0,3923.0,2314.0,1609.0,4326.0,100.0,71.94811492302097,47.557279670263064,28.051885076979026,19.505394593284034,52.442720329736936
01401048,9536,6135.0,5447.0,3401.0,2046.0,4089.0,100.0,64.33515100671141,57.12038590604027,35.66484899328859,21.455536912751676,42.87961409395973
01401049,6488,4104.0,3760.0,2384.0,1376.0,2728.0,100.0,63.25524044389642,57.95314426633785,36.744759556103574,21.20838471023428,42.04685573366215
02100101,7418,5655.0,3848.0,1763.0,2085.0,3570.0,100.0,76.23348611485575,51.87382043677541,23.766513885144246,28.10730655163117,48.12617956322459
02100102,8657,6334.0,5458.0,2323.0,3135.0,3199.0,100.0,73.16622386508028,63.04724500404297,26.833776134919717,36.213468869123254,36.95275499595703
02100103,5416,3509.0,3685.0,1907.0,1778.0,1731.0,100.0,64.78951255539144,68.03914327917282,35.21048744460857,32.82865583456425,31.96085672082718
02100104,5530,3954.0,3393.0,1576.0,1817.0,2137.0,100.0,71.500904159132,61.35623869801085,28.499095840867994,32.857142857142854,38.64376130198915
02100105,9159,6697.0,5909.0,2462.0,3447.0,3250.0,100.0,73.11933617207119,64.51577683153182,26.880663827928814,37.63511300360302,35.48422316846817
02100106,4778,3171.0,3240.0,1607.0,1633.0,1538.0,100.0,66.36668061950607,67.81079949769779,33.63331938049393,34.17748011720385,32.18920050230222
02200207,2654,1281.0,1868.0,1373.0,495.0,786.0,100.0,48.266767143933684,70.38432554634514,51.733232856066316,18.651092690278826,29.61567445365486
02200208,5681,2686.0,3995.0,2995.0,1000.0,1686.0,100.0,47.28040837880655,70.32212638619961,52.71959162119345,17.602534765006162,29.677873613800386
02200209,10886,4729.0,8190.0,6157.0,2033.0,2696.0,100.0,43.44111703104905,75.23424582031967,56.55888296895094,18.675362851368728,24.765754179680325
02200210,12354,5893.0,8761.0,6461.0,2300.0,3593.0,100.0,47.701149425287355,70.91630241217419,52.29885057471264,18.61745183746155,29.083697587825807
02200211,14386,6319.0,10865.0,8067.0,2798.0,3521.0,100.0,43.924648964270816,75.52481579313222,56.075351035729184,19.44946475740303,24.47518420686779
02200212,8273,4230.0,6135.0,4043.0,2092.0,2138.0,100.0,51.13018252145534,74.15689592650791,48.86981747854466,25.287078447963253,25.843104073492086
02200213,9929,4647.0,7074.0,5282.0,1792.0,2855.0,100.0,46.80229630375668,71.24584550307182,53.19770369624332,18.048141806828482,28.75415449692819
02300314,7038,4275.0,4563.0,2763.0,1800.0,2475.0,100.0,60.74168797953964,64.83375959079284,39.25831202046036,25.575447570332482,35.16624040920716
02300315,8206,4794.0,5405.0,3412.0,1993.0,2801.0,100.0,58.42066780404582,65.86643919083598,41.57933219595418,24.287106994881793,34.133560809164024
02300316,4157,2153.0,2945.0,2004.0,941.0,1212.0,100.0,51.792157806110175,70.84435891267741,48.207842193889825,22.636516718787586,29.155641087322586
02300417,8303,4681.0,5459.0,3622.0,1837.0,2844.0,100.0,56.377213055522105,65.74732024569433,43.622786944477895,22.124533301216427,34.25267975430567
02300418,7554,3800.0,5217.0,3754.0,1463.0,2337.0,100.0,50.30447445062218,69.06274821286735,49.69552554937781,19.367222663489542,30.937251787132645
02300419,10345,5518.0,6841.0,4827.0,2014.0,3504.0,100.0,53.33977767037216,66.12856452392461,46.660222329627835,19.46834219429676,33.8714354760754
02400520,5924,2595.0,4422.0,3329.0,1093.0,1502.0,100.0,43.8048615800135,74.64550979068197,56.19513841998649,18.450371370695475,25.354490209318026
02400521,8746,3885.0,6356.0,4861.0,1495.0,2390.0,100.0,44.42030642579465,72.67322204436314,55.57969357420534,17.093528470157786,27.32677795563686
02400522,11511,4299.0,8835.0,7212.0,1623.0,2676.0,100.0,37.34688558769872,76.75267135783163,62.65311441230128,14.099556945530361,23.24732864216836
02400623,14242,7898.0,9199.0,6344.0,2855.0,5043.0,100.0,55.45569442494032,64.59064738098583,44.54430557505968,20.046341805926136,35.409352619014186
02400624,11967,5143.0,8248.0,6824.0,1424.0,3719.0,100.0,42.976518759923124,68.92287122921367,57.023481240076876,11.899389989136793,31.077128770786327
02400625,1315,940.0,585.0,375.0,210.0,730.0,100.0,71.48288973384031,44.48669201520912,28.517110266159694,15.96958174904943,55.51330798479087
02500726,9174,3865.0,6544.0,5309.0,1235.0,2630.0,100.0,42.12993241770221,71.33202528885982,57.8700675822978,13.461957706562021,28.667974711140175
02500727,6433,2662.0,4709.0,3771.0,938.0,1724.0,100.0,41.38038240323333,73.20068397326285,58.61961759676667,14.58106637649619,26.799316026737134
02500728,10113,3935.0,7478.0,6178.0,1300.0,2635.0,100.0,38.91031345792545,73.94442796400672,61.08968654207456,12.854741421932166,26.055572035993276
02500729,5406,2130.0,4096.0,3276.0,820.0,1310.0,100.0,39.400665926748054,75.76766555678876,60.599334073251946,15.168331483536813,24.232334443211247
02500830,3985,1756.0,2783.0,2229.0,554.0,1202.0,100.0,44.06524466750314,69.83688833124215,55.93475533249686,13.902132998745294,30.163111668757843
02500831,7906,3541.0,5481.0,4365.0,1116.0,2425.0,100.0,44.78876802428535,69.3270933468252,55.21123197571465,14.11586137111055,30.672906653174802
02500832,9586,4781.0,6288.0,4805.0,1483.0,3298.0,100.0,49.874817442103065,65.59566033799291,50.12518255789693,15.470477780095973,34.4043396620071
02500833,10035,4364.0,6874.0,5671.0,1203.0,3161.0,100.0,43.48779272546089,68.50024912805182,56.512207274539115,11.988041853512705,31.49975087194818
02500834,11314,4420.0,8354.0,6894.0,1460.0,2960.0,100.0,39.0666430970479,73.83772317482766,60.9333569029521,12.904366271875553,26.162276825172352
02500835,8904,4454.0,5672.0,4450.0,1222.0,3232.0,100.0,50.02246181491464,63.701707097933514,49.97753818508536,13.724168912848159,36.298292902066486
02500836,5186,1485.0,4476.0,3701.0,775.0,710.0,100.0,28.63478596220594,86.30929425376013,71.36521403779406,14.944080215966062,13.690705746239876
03100101,4794,1074.0,4114.0,3720.0,394.0,680.0,100.0,22.40300375469337,85.81560283687944,77.59699624530664,8.218606591572799,14.184397163120568
03100102,3505,1333.0,2506.0,2172.0,334.0,999.0,100.0,38.031383737517835,71.4978601997147,61.968616262482165,9.529243937232525,28.50213980028531
03100103,9473,2748.0,7346.0,6725.0,621.0,2127.0,100.0,29.008761743903726,77.54671170695661,70.99123825609628,6.55547345086034,22.453288293043386
03200204,2122,230.0,1986.0,1892.0,94.0,136.0,100.0,10.838831291234683,93.59095193213949,89.16116870876532,4.429783223374175,6.4090480678605095
03200205,9186,2247.0,7759.0,6939.0,820.0,1427.0,100.0,24.461136512083606,84.46549096451122,75.5388634879164,8.926627476594819,15.534509035488785
03200206,6814,1790.0,5628.0,5024.0,604.0,1186.0,100.0,26.269445259759316,82.5946580569416,73.73055474024068,8.86410331670091,17.40534194305841
03200207,11914,2992.0,10097.0,8922.0,1175.0,1817.0,100.0,25.11331206983381,84.74903474903475,74.88668793016619,9.86234681886856,15.250965250965251
03200308,5237,929.0,4788.0,4308.0,480.0,449.0,100.0,17.739163643307236,91.42638915409586,82.26083635669276,9.165552797403095,8.573610845904144
03200309,5483,1197.0,4853.0,4286.0,567.0,630.0,100.0,21.831114353456137,88.50993981397045,78.16888564654386,10.341054167426591,11.490060186029547
03200310,8122,1688.0,7323.0,6434.0,889.0,799.0,100.0,20.78305836000985,90.16252154641714,79.21694163999014,10.945579906426989,9.837478453582861
03300411,11807,3314.0,9731.0,8493.0,1238.0,2076.0,100.0,28.068095197764038,82.41721012958413,71.93190480223596,10.485305327348184,17.582789870415855
03300412,5257,746.0,4917.0,4511.0,406.0,340.0,100.0,14.190603005516456,93.53243294654746,85.80939699448355,7.723035952063914,6.46756705345254
03300413,3175,356.0,3030.0,2819.0,211.0,145.0,100.0,11.21259842519685,95.43307086614173,88.78740157480316,6.645669291338582,4.566929133858268
03300514,6758,781.0,6351.0,5977.0,374.0,407.0,100.0,11.55667357206274,93.97750813850251,88.44332642793727,5.534181710565256,6.0224918614974845
03300515,46,3.0,43.0,43.0,0.0,3.0,100.0,6.521739130434782,93.47826086956522,93.47826086956522,0.0,6.521739130434782
03300516,10155,3626.0,7580.0,6529.0,1051.0,2575.0,100.0,35.70654849827671,74.64303298867553,64.29345150172328,10.349581486952241,25.35696701132447
03300517,1067,60.0,1035.0,1007.0,28.0,32.0,100.0,5.623242736644799,97.00093720712277,94.3767572633552,2.6241799437675724,2.999062792877226
03400618,4797,1217.0,4347.0,3580.0,767.0,450.0,100.0,25.37002293099854,90.61913696060037,74.62997706900147,15.989159891598916,9.380863039399625
03400619,10591,2589.0,9248.0,8002.0,1246.0,1343.0,100.0,24.445283731470116,87.31942215088283,75.55471626852989,11.76470588235294,12.680577849117174
03400620,3574,903.0,3084.0,2671.0,413.0,490.0,100.0,25.265808617795187,86.28987129266928,74.73419138220481,11.555679910464466,13.710128707330721
03400721,11906,3203.0,10127.0,8703.0,1424.0,1779.0,100.0,26.90240215017638,85.05795397278682,73.09759784982361,11.960356122963212,14.942046027213172
03400722,3843,931.0,3311.0,2912.0,399.0,532.0,100.0,24.225865209471767,86.15664845173042,75.77413479052824,10.382513661202186,13.843351548269581
03400723,7516,2193.0,6258.0,5323.0,935.0,1258.0,100.0,29.177754124534328,83.2623736029803,70.82224587546567,12.440127727514636,16.737626397019692
03400724,8465,1907.0,7401.0,6558.0,843.0,1064.0,100.0,22.528056704075606,87.43059657412876,77.47194329592439,9.958653278204372,12.569403425871235
03400725,7737,1387.0,7007.0,6350.0,657.0,730.0,100.0,17.92684503037353,90.56481840506656,82.07315496962647,8.491663435440094,9.435181594933436
03400826,7199,1964.0,5817.0,5235.0,582.0,1382.0,100.0,27.281566884289482,80.8028892901792,72.71843311571051,8.084456174468677,19.19711070982081
03400827,9675,2820.0,7913.0,6855.0,1058.0,1762.0,100.0,29.147286821705425,81.78811369509043,70.85271317829456,10.935400516795864,18.211886304909562
03400828,4919,1550.0,3892.0,3369.0,523.0,1027.0,100.0,31.51046960764383,79.12177271803212,68.48953039235617,10.63224232567595,20.878227281967877
03400829,6182,1811.0,4922.0,4371.0,551.0,1260.0,100.0,29.294726625687478,79.61824652216112,70.70527337431251,8.912973147848593,20.38175347783889
03400830,9246,2060.0,7990.0,7186.0,804.0,1256.0,100.0,22.27990482370755,86.41574735020549,77.72009517629245,8.695652173913043,13.584252649794507
03400831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03500932,6723,2421.0,4782.0,4302.0,480.0,1941.0,100.0,36.01070950468541,71.1289602855868,63.98929049531459,7.1396697902722,28.87103971441321
03500933,7769,1899.0,6562.0,5870.0,692.0,1207.0,100.0,24.4433002960484,84.46389496717724,75.55669970395161,8.90719526322564,15.536105032822759
03500934,10393,3572.0,8043.0,6821.0,1222.0,2350.0,100.0,34.36928702010969,77.38862696045416,65.63071297989032,11.757913980563842,22.61137303954585
