id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
011001,10724,626,885,291,1368,4195,1311,968,1080,5187,6725,100.0,5.837374114136516,8.252517717269676,2.713539723983588,12.756434166355838,39.117866467735915,12.224916076091011,9.026482655725477,10.070869078701977,48.36814621409922,62.70980977247296
011002,8245,540,708,184,904,3601,975,635,698,4091,5387,100.0,6.549423893268648,8.587022437841116,2.231655548817465,10.964220739842329,43.67495451788963,11.825348696179502,7.701637355973317,8.465736810187993,49.617950272892664,65.33656761673741
011003,32468,2232,2782,760,4457,14583,3690,2251,1713,15938,21216,100.0,6.8744610077614885,8.56843661451275,2.340766292965381,13.727362325982506,44.91499322409757,11.365036343476653,6.932980165085622,5.275964026118024,49.08833312800296,65.34433904151781
011004,15801,1204,1528,422,1604,7645,1978,905,515,7970,10483,100.0,7.619770900575913,9.670274033289033,2.670717043225112,10.151256249604454,48.38301373330802,12.518195050946144,5.727485602177077,3.2592873868742482,50.439845579393705,66.34390228466552
012005,25687,1461,2117,748,3501,9999,3084,2365,2412,12059,16518,100.0,5.687701950402928,8.241522949351813,2.911978821972204,13.629462373963483,38.926305134893134,12.006073110912133,9.206991863588586,9.389963794915717,46.94592595476311,64.30490131194769
012006,25638,1709,2265,705,3285,10584,2901,2050,2139,12319,15637,100.0,6.665886574615805,8.83454247601217,2.7498244792885562,12.813011935408378,41.28247133161713,11.315235197753335,7.9959435213355174,8.343084483969108,48.04976987284499,60.9914969966456
013007,25720,1782,2939,1040,3554,8592,3294,2426,2093,12102,16314,100.0,6.928460342146189,11.426905132192847,4.043545878693624,13.818040435458787,33.40590979782271,12.807153965785382,9.43234836702955,8.137636080870918,47.052877138413685,63.429237947122864
013008,26945,1814,3369,1151,3667,8391,3519,2599,2435,13114,14425,100.0,6.732232325106699,12.503247355724625,4.27166450176285,13.609203933939506,31.141213583225085,13.05993690851735,9.645574318055298,9.036927073668584,48.66951196882538,53.53497866023381
014009,25338,1781,2309,721,3365,9476,3135,2393,2158,11990,15645,100.0,7.0289683479359075,9.11279501144526,2.8455284552845526,13.280448338463968,37.39837398373984,12.372720814586787,9.44431288973084,8.516852158812851,47.32023048385824,61.74520483068908
014010,37707,2079,3394,1313,5517,13598,4692,3784,3330,17568,24660,100.0,5.513565120534649,9.00098125016575,3.4821120746810936,14.631235579600604,36.06226960511311,12.443312912721776,10.035271965417563,8.831251491765455,46.59081868088153,65.39899753361445
