id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
010111,9059,597,786,246,1327,3332,1079,880,812,4238,5741,100.0,6.590131361077381,8.676454354785296,2.7155315156198254,14.648415939949222,36.781101666850645,11.910806932332486,9.714096478640027,8.963461750745115,46.78220554145049,63.37344077712772
010112,6640,580,558,148,728,2736,810,550,530,3283,4427,100.0,8.734939759036145,8.403614457831326,2.2289156626506026,10.963855421686747,41.204819277108435,12.198795180722891,8.283132530120483,7.981927710843372,49.44277108433735,66.67168674698796
010113,25151,2124,2093,579,3413,11274,2869,1522,1277,12278,16844,100.0,8.444992246829152,8.32173671026997,2.302095344121506,13.570036976660967,44.82525545703948,11.407101109299829,6.051449246550833,5.077332909228261,48.817144447536876,66.97149218718937
010114,13207,1263,1271,243,1305,6724,1555,499,347,6639,9010,100.0,9.563110471719542,9.623684409782692,1.8399333686681305,9.881123646551071,50.91239494207617,11.774059211024458,3.778299386688877,2.6273945634890588,50.26879685015522,68.2213977436208
010221,22829,1621,2109,640,3206,8433,2868,2031,1921,10663,14588,100.0,7.1006176354636645,9.238249594813615,2.803451749967147,14.043541109991677,36.93985719917649,12.562968154540277,8.896578912786367,8.414735643260766,46.70813439046827,63.90117832581366
010222,21057,1655,2045,627,2953,7956,2420,1651,1750,10071,12651,100.0,7.859619129030726,9.711734815025883,2.9776321413306737,14.023840053188962,37.78315999430118,11.492615282328916,7.840623070712827,8.310775514080829,47.8273258298903,60.079783444935174
010331,23948,2145,3063,939,3253,7869,3078,1922,1679,11346,15246,100.0,8.956906631033906,12.790212126273593,3.920995490228829,13.583597795222982,32.85869383664607,12.852847836980125,8.025722398530148,7.01102388508435,47.37765157841991,63.66293636211792
010332,25020,2245,3406,1066,3183,7949,3110,2091,1970,12111,13285,100.0,8.972821742605916,13.613109512390087,4.260591526778577,12.721822541966427,31.770583533173465,12.430055955235812,8.357314148681056,7.873701039168665,48.4052757793765,53.097521982414065
010441,21984,1831,2195,677,2776,8051,2798,1936,1720,10478,13774,100.0,8.328784570596797,9.984534206695779,3.0795123726346434,12.627365356622999,36.62208879184862,12.727438136826782,8.806404657933042,7.82387190684134,47.66193595342067,62.654657933042216
010442,35455,2565,3743,1231,5146,12491,4558,3081,2640,16443,23110,100.0,7.2345226343252005,10.557044140459737,3.472006769143985,14.514172895219293,35.230573967000424,12.85573261881258,8.689888591171908,7.446058383866873,46.37709772951629,65.1812156254407
020101,28033,2168,3563,1187,3155,8956,3953,2623,2428,13759,14371,100.0,7.733742375057967,12.710020333178754,4.234295294831092,11.254592801341277,31.948061213569723,14.10123782684693,9.356829451004174,8.661220704170084,49.08143973174473,51.264581029500945
020202,28657,2137,2628,839,3112,11513,3783,2445,2200,13929,17436,100.0,7.457165788463552,9.170534249921484,2.927731444324249,10.859475869770039,40.17517534982727,13.20096311546917,8.531946819276268,7.677007362947971,48.605925253864676,60.843772900164005
020303,12713,728,1206,436,1416,4382,1843,1235,1467,6126,7589,100.0,5.72642177298828,9.48635255250531,3.4295602926138598,11.13820498702116,34.46865413356407,14.496971603870055,9.714465507747974,11.539369149689295,48.18689530401951,59.694800597813256
020304,13090,749,1047,358,1381,5580,1795,1043,1137,6216,8452,100.0,5.721925133689839,7.998472116119175,2.734912146676853,10.55003819709702,42.6279602750191,13.71275783040489,7.967914438502674,8.68601986249045,47.48663101604278,64.56837280366692
020405,7513,774,722,142,904,3414,715,408,434,3744,4684,100.0,10.302142952216158,9.610009317183549,1.8900572341275124,12.032477039797683,45.44123519233329,9.51683748169839,5.430586982563557,5.7766538000798615,49.83362172234793,62.345268201783576
020407,10497,900,847,231,2016,4664,872,517,450,4976,7224,100.0,8.573878250928837,8.068972087263028,2.2006287510717346,19.205487282080593,44.43174240259122,8.307135372011052,4.92521672858912,4.286939125464419,47.40402019624655,68.8196627607888
020506,10522,923,745,169,1215,5986,833,402,249,5115,7353,100.0,8.772096559589432,7.080402965215739,1.6061585249952481,11.547234366090096,56.890325033263636,7.91674586580498,3.820566432237217,2.3664702528036496,48.61243109674967,69.8821516821897
020508,19416,1725,1248,253,2510,11029,1592,662,397,9279,13729,100.0,8.88442521631644,6.427688504326329,1.3030490317264112,12.92748248866914,56.803667078697984,8.199423156159868,3.4095591264936136,2.0447053976102185,47.79048207663782,70.70972393901937
030101,3558,430,419,96,582,1306,318,189,218,1541,2643,100.0,12.085441259134345,11.776278808319281,2.6981450252951094,16.357504215851602,36.706014614952224,8.937605396290051,5.311973018549747,6.127037661607645,43.310848791455875,74.28330522765599
030202,4639,523,647,156,670,1514,523,278,328,2402,2630,100.0,11.27398146152188,13.946971330028024,3.362793705539987,14.442767837896097,32.636344039663726,11.27398146152188,5.992670834231515,7.070489329596896,51.77840051735287,56.69325285621901
