id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
0101,49731,4065,4201,1119,7287,22313,5621,2994,2131,24125,34178,100.0,8.17397599083067,8.447447266292654,2.2501055679556012,14.652832237437414,44.86738653958295,11.302809113028092,6.020389696567533,4.2850535883050815,48.51098912147353,68.72574450543927
0102,41476,3111,4019,1250,6570,14906,5205,3406,3009,19446,26064,100.0,7.500723309865946,9.68994117079757,3.0137911081107145,15.840486064229916,35.93885620599865,12.549426174173014,8.211978011380076,7.254797955444111,46.88494551065677,62.84116115343813
0103,47638,4495,6385,1965,6724,15433,6119,3405,3112,22597,28165,100.0,9.435744573659683,13.403165540115033,4.124858306394056,14.114782316637978,32.39640623032034,12.844787774465763,7.147655233217179,6.532600025189975,47.43482094126538,59.12296905831479
0104,57156,4483,5914,1887,8746,20552,7446,4488,3640,26382,37668,100.0,7.843446007418294,10.347120162362657,3.3014906571488556,15.301980544474771,35.9577297221639,13.027503674154945,7.852193995381063,6.368535236895514,46.15788368675205,65.90384211631324
0201,27797,2337,3692,1226,3633,8781,3951,2151,2026,13516,14391,100.0,8.407382091592618,13.282008849875886,4.41054790085261,13.069755729035506,31.589739899989205,14.213764075259922,7.738245134367018,7.288556319027233,48.62395222506026,51.77177393243875
0202,27257,2035,2534,820,3578,10815,3564,2075,1836,13126,16845,100.0,7.4659720438786366,9.29669442711964,3.0084015115383207,13.126903180834281,39.67788091132553,13.07554022819826,7.612723337124408,6.735884359980922,48.1564368786,61.80063836812562
0203,25679,1644,2411,820,3187,9940,3514,1846,2317,12321,16170,100.0,6.402118462556953,9.38899489855524,3.193270765995561,12.410919428326649,38.70867245609252,13.684333502083415,7.188753456131469,9.022937030258188,47.98084037540403,62.969741812375865
0204,14344,1378,1382,389,2500,6232,1343,763,357,6978,9497,100.0,9.60680423870608,9.634690462911323,2.711935303959844,17.42889012827663,43.44673731176798,9.362799776910206,5.319297267150028,2.488845510317903,48.64751812604574,66.20886781929727
0205,24677,2066,1611,428,3915,13441,1967,852,397,11719,17546,100.0,8.372168415933865,6.528346233334684,1.7344085585768123,15.864975483243507,54.4677229809134,7.970985127851845,3.4526076913725334,1.6087855087733516,47.48956518215342,71.10264618875877
0301,2764,345,339,86,480,1053,215,153,93,1151,2118,100.0,12.48191027496382,12.264833574529668,3.1114327062228653,17.36613603473227,38.09696092619392,7.778581765557163,5.535455861070912,3.3646888567293773,41.64254703328509,76.62807525325616
0302,6111,755,869,231,836,1995,725,429,271,3090,3207,100.0,12.35477008672885,14.220258550155457,3.7800687285223367,13.680248731795125,32.64604810996563,11.863852070037636,7.02012763868434,4.43462608411062,50.56455571919489,52.47913598429063
0303,4076,558,575,201,558,1301,434,270,179,1841,2410,100.0,13.689892051030423,14.106967615309127,4.931305201177625,13.689892051030423,31.91854759568204,10.647693817468106,6.62414131501472,4.391560353287536,45.16683022571148,59.12659470068695
0304,12917,1578,1643,438,1467,5144,1421,747,479,6498,7346,100.0,12.216458930092127,12.719671750406441,3.390880235348765,11.357126267709221,39.82348842610513,11.001006425640629,5.783076565766045,3.70829139893164,50.30579856003716,56.87079043121468
0305,8724,1056,1013,285,1376,3459,892,425,218,4106,5975,100.0,12.104539202200826,11.61164603392939,3.266850068775791,15.772581384685925,39.64924346629986,10.224667583677212,4.871618523613021,2.4988537368179733,47.06556625401192,68.48922512608895
0306,26818,2622,2526,527,3642,13203,2748,968,582,13282,18280,100.0,9.777015437392796,9.419046908792602,1.9650980684614812,13.580431053769857,49.23185919904542,10.24684913118055,3.6095159967186223,2.1701842046386757,49.52643746737266,68.16317398762025
