id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined,inhabitants_percentage,inhabitants_from_european_union_percentage,inhabitants_from_france_percentage,inhabitants_from_greece_percentage,inhabitants_from_italy_percentage,inhabitants_from_austria_percentage,inhabitants_from_spain_percentage,inhabitants_from_poland_percentage,inhabitants_from_bulgaria_percentage,inhabitants_from_rumania_percentage,inhabitants_from_croatia_percentage,inhabitants_from_united_kingdom_percentage,inhabitants_from_former_yugoslavia_percentage,inhabitants_from_bosnia_herzegovina_percentage,inhabitants_from_serbia_percentage,inhabitants_from_former_soviet_union_percentage,inhabitants_from_russia_percentage,inhabitants_from_ukraine_percentage,inhabitants_from_kazakhstan_percentage,inhabitants_from_islamic_countries_percentage,inhabitants_from_turkey_percentage,inhabitants_from_iran_percentage,inhabitants_from_arabic_countries_percentage,inhabitants_from_lebanon_percentage,inhabitants_from_syria_percentage,inhabitants_from_vietnam_percentage,inhabitants_from_united_states_percentage,inhabitants_from_undefined_percentage
0110,65633,17976,2117,815,2669,1197,1706,2327,1220,939,398,1913,1939,351,565,10543,4417,3304,419,14454,4059,1019,6403,647,1943,2232,3014,2032,100.0,27.388661191778525,3.225511556686423,1.241753386253866,4.06655188700806,1.823777672817028,2.599302180305639,3.545472551917481,1.8588210199137627,1.4306827358188716,0.6064022671521948,2.9146923041762527,2.954306522633431,0.5347919491719105,0.8608474395502262,16.063565584385902,6.729846266359911,5.034052991635305,0.6383983666753006,22.022458214617647,6.184388950680298,1.5525726387640364,9.755763106973626,0.9857845900690202,2.9604010177806894,3.4007282921700974,4.592202093459083,3.0960035348071853
0120,49650,13239,1229,720,1583,559,801,2928,1492,857,577,895,2773,501,936,5155,1821,1949,205,16660,6310,838,6757,1755,1595,423,961,2624,100.0,26.664652567975832,2.4753272910372606,1.4501510574018126,3.1883182275931525,1.1258811681772407,1.6132930513595167,5.897280966767371,3.0050352467270898,1.7260825780463243,1.162134944612286,1.8026183282980865,5.5850956696878145,1.0090634441087614,1.8851963746223566,10.382678751258812,3.667673716012085,3.9254783484390736,0.41289023162134947,33.55488418932528,12.70896273917422,1.687814702920443,13.609264853977846,3.5347432024169185,3.2124874118831825,0.851963746223565,1.9355488418932527,5.284994964753273
0130,51574,11148,728,772,1089,324,583,2467,2046,992,523,539,3270,797,953,3819,1316,1291,313,24582,13072,373,8126,2314,1940,272,618,3890,100.0,21.615542715321673,1.4115639663396284,1.4968782719975182,2.1115290650327685,0.6282235234808237,1.1304145499670377,4.783418001318494,3.967115213091868,1.9234498002869662,1.0140768604335517,1.045100244309148,6.340404079574979,1.5453523093031374,1.8478303020902005,7.404893938806375,2.55167332376779,2.503199286462171,0.6068949470663512,47.66355140186916,25.34610462636212,0.7232326365998372,15.756001085818436,4.486756893008105,3.761585294916043,0.5273975258851359,1.1982782021949043,7.542560204754334
0140,61584,16261,1210,1017,1559,516,749,3594,3367,1240,653,821,3945,1025,1155,4212,1310,1664,189,25140,12423,551,8347,2021,1938,440,741,3731,100.0,26.404585606651075,1.9647960509223177,1.651402961808262,2.5315016887503248,0.8378799688230709,1.2162249935048064,5.835931410756041,5.467329176409457,2.0135100025980774,1.0603403481423748,1.3331384775266302,6.405884645362432,1.664393348921798,1.8754871395167576,6.839438815276695,2.127175889841517,2.7020005196154844,0.3068978955572876,40.82229150428683,20.17244738893219,0.8947129124447908,13.553845154585606,3.281696544557028,3.1469212782540916,0.7144712912444791,1.2032346063912704,6.058391790075344
0210,29197,4378,374,365,561,172,251,882,636,222,181,287,893,300,213,2746,607,1446,88,15195,9704,338,4089,1227,917,229,326,3200,100.0,14.994691235400898,1.280953522622187,1.250128437853204,1.9214302839332806,0.5891016200294551,0.8596773641127512,3.020858307360345,2.1783059903414737,0.7603520909682502,0.6199267047984381,0.9829777031886838,3.0585334109668803,1.0275028256327705,0.729527006199267,9.405075863958626,2.0789807171969725,4.952563619549954,0.30140082885227937,52.04301811829982,33.236291399801345,1.1576531835462547,14.004863513374662,4.202486556838031,3.140733637017502,0.7843271568996816,1.1165530705209439,10.960030140082885
0220,29825,9474,1260,560,1621,574,859,1281,442,356,411,1106,1224,256,305,1860,626,713,87,8809,4664,350,2768,879,648,147,1459,1674,100.0,31.765297569153393,4.224643755238894,1.8776194467728415,5.435037720033529,1.9245599329421628,2.8801341156747697,4.2950544844928755,1.48197820620285,1.1936295054484494,1.3780385582564962,3.708298407376362,4.103939647946354,0.8583403185247276,1.0226320201173513,6.236378876781224,2.098910310142498,2.390611902766136,0.29170159262363793,29.535624476110645,15.63788767812238,1.173512154233026,9.280804694048616,2.947191953059514,2.1726739312657166,0.49287510477787094,4.891869237217099,5.612740989103101
0230,25032,6188,829,345,1064,384,631,687,425,190,139,761,647,163,180,1035,281,422,53,10967,8460,215,1537,328,435,55,831,1910,100.0,24.720357941834454,3.3117609459891337,1.3782358581016299,4.250559284116331,1.5340364333652923,2.520773410035155,2.7444870565675936,1.697826781719399,0.759028443592202,0.555289229785874,3.04010866091403,2.5846915947587092,0.6511665068712049,0.7190795781399808,4.1347075743048896,1.1225631192074144,1.685842122083733,0.2117289868967721,43.81192074145094,33.7967401725791,0.8589006072227549,6.140140620006392,1.310322786832854,1.7377756471716201,0.21971875998721638,3.319750719079578,7.630233301374241
0240,23223,6212,627,227,982,318,564,955,482,334,153,498,983,198,241,3343,1303,1003,230,5325,1224,291,2320,137,1072,2067,666,760,100.0,26.749343323429358,2.699909572406666,0.9774792231839126,4.228566507341859,1.369332127632089,2.4286267924040823,4.1123024587693235,2.0755285708134177,1.438229341600999,0.6588296085777032,2.144425784782328,4.232872583214916,0.8526030228652628,1.0377642854067088,14.39521164362916,5.6108168625931185,4.318994100676054,0.9903974508030832,22.929854024027904,5.270636868621626,1.253068079059553,9.990096025491969,0.589932394608793,4.616113335916979,8.900658829608577,2.8678465314558843,3.2726176635232314
0250,36351,13330,1800,549,2371,699,1464,1642,508,615,281,1405,1377,361,372,3952,1541,1226,275,5968,1521,292,2563,140,1043,1370,1700,905,100.0,36.67024290941102,4.951720722951226,1.5102748205001237,6.522516574509642,1.9229182140793926,4.027399521333663,4.517069681714396,1.3974856262551236,1.6918379136750021,0.7730186239718303,3.865093119859151,3.7880663530576877,0.9930951005474402,1.0233556160765866,10.871777942835136,4.239223130037688,3.372672003521224,0.7565128882286595,16.417705152540506,4.184204010893786,0.8032791395009765,7.050700118291106,0.38513383400731754,2.869247063354516,3.768809661357322,4.676625127231713,2.4896151412615883
0310,4925,917,27,21,38,66,36,379,117,43,15,30,191,51,56,1249,338,388,46,1929,296,88,851,24,386,196,30,82,100.0,18.61928934010152,0.5482233502538072,0.42639593908629436,0.7715736040609137,1.3401015228426396,0.7309644670050761,7.695431472081219,2.3756345177664975,0.8730964467005076,0.3045685279187817,0.6091370558375634,3.8781725888324874,1.0355329949238579,1.1370558375634519,25.360406091370557,6.8629441624365475,7.878172588832487,0.9340101522842639,39.16751269035533,6.01015228426396,1.7868020304568528,17.279187817258883,0.4873096446700508,7.837563451776649,3.9796954314720816,0.6091370558375634,1.6649746192893402
