id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined,inhabitants_percentage,inhabitants_from_european_union_percentage,inhabitants_from_france_percentage,inhabitants_from_greece_percentage,inhabitants_from_italy_percentage,inhabitants_from_austria_percentage,inhabitants_from_spain_percentage,inhabitants_from_poland_percentage,inhabitants_from_bulgaria_percentage,inhabitants_from_rumania_percentage,inhabitants_from_croatia_percentage,inhabitants_from_united_kingdom_percentage,inhabitants_from_former_yugoslavia_percentage,inhabitants_from_bosnia_herzegovina_percentage,inhabitants_from_serbia_percentage,inhabitants_from_former_soviet_union_percentage,inhabitants_from_russia_percentage,inhabitants_from_ukraine_percentage,inhabitants_from_kazakhstan_percentage,inhabitants_from_islamic_countries_percentage,inhabitants_from_turkey_percentage,inhabitants_from_iran_percentage,inhabitants_from_arabic_countries_percentage,inhabitants_from_lebanon_percentage,inhabitants_from_syria_percentage,inhabitants_from_vietnam_percentage,inhabitants_from_united_states_percentage,inhabitants_from_undefined_percentage
010111,8013,2358,291,128,213,67,158,118,515,189,182,54,344,100,114,1122,469,202,85,2701,802,204,1183,240,170,151,90,461,100.0,29.42718083114938,3.631598652190191,1.5974042181455137,2.6581804567577687,0.8361412704355423,1.9717958317733684,1.4726070136028953,6.427056033944839,2.358667165855485,2.2713091226756523,0.6739049045301385,4.293023836266068,1.2479720454261825,1.422688131785848,14.00224634968177,5.852988893048796,2.5209035317608883,1.060776238612255,33.707724946961186,10.008735804317984,2.545862972669412,14.763509297391739,2.995132909022838,2.12155247722451,1.8844377885935355,1.1231748408835642,5.753151129414701
010112,4313,1522,117,71,136,86,96,83,207,329,70,25,118,18,48,1022,516,167,47,754,149,25,448,40,89,152,100,163,100.0,35.2886621840946,2.71272895896128,1.6461859494551356,3.1532575933225138,1.9939717134245305,2.2258288894041267,1.9244145606306515,4.799443542777649,7.628101089728727,1.623000231857176,0.5796429399489914,2.7359146765592395,0.41734291676327384,1.1129144447020634,23.69580338511477,11.963830280547183,3.8720148388592626,1.0897287271041038,17.48203106886158,3.4546719220959887,0.5796429399489914,10.387201483885926,0.9274287039183864,2.0635288662184093,3.524229074889868,2.3185717597959656,3.7792719684674245
010113,17664,6654,814,189,780,402,647,568,892,390,254,144,794,127,223,2063,869,371,144,3186,1209,146,1156,104,258,845,1012,545,100.0,37.66983695652174,4.6082427536231885,1.0699728260869565,4.415760869565218,2.275815217391304,3.6628170289855073,3.2155797101449273,5.04981884057971,2.207880434782609,1.4379528985507246,0.8152173913043478,4.495018115942029,0.7189764492753623,1.2624547101449275,11.679121376811594,4.919610507246377,2.1003170289855073,0.8152173913043478,18.036684782608695,6.844429347826086,0.8265398550724637,6.544384057971015,0.588768115942029,1.4605978260869565,4.783740942028985,5.729166666666666,3.0853713768115942
010114,9873,5097,700,203,681,385,443,548,506,130,152,52,385,104,121,882,371,186,29,926,204,66,366,19,76,670,106,180,100.0,51.62564570039502,7.0900435531246835,2.056112630406158,6.897599513825585,3.8995239542185764,4.486984705763192,5.550491238731895,5.125088625544414,1.3167223741517269,1.5395523143927885,0.5266889496606908,3.8995239542185764,1.0533778993213816,1.2255646713258381,8.933454876937102,3.7577230831560824,1.8839258584017016,0.2937303757723083,9.379114757419224,2.0662412640534793,0.6684898207231844,3.7070799149194777,0.19244403929909856,0.7697761571963943,6.786184543705054,1.0736351666160235,1.8231540565177755
010221,20432,6863,506,366,634,223,332,288,2033,683,481,381,1699,274,704,1423,516,306,98,7254,3282,236,2775,982,273,288,210,1202,100.0,33.589467501957714,2.476507439310885,1.7913077525450274,3.1029757243539544,1.091425215348473,1.624902114330462,1.4095536413469067,9.95007830853563,3.342795614722005,2.3541503523884106,1.864722004698512,8.31538762725137,1.341033672670321,3.445575567736883,6.9645653876272515,2.5254502740798745,1.4976507439310884,0.47963978073610025,35.503132341425214,16.063038371182458,1.1550509005481597,13.581636648394674,4.806186374314801,1.3361393891934221,1.4095536413469067,1.0277995301487863,5.882928739232576
010222,17130,5177,437,259,547,206,304,247,1399,386,296,161,1054,241,401,1547,587,368,95,6405,3434,218,2009,631,301,276,157,1182,100.0,30.221833041447756,2.551079976649153,1.5119673088149446,3.1932282545242265,1.2025685931115002,1.7746643315820199,1.441914769410391,8.16695855224752,2.2533566841798014,1.7279626386456508,0.9398715703444249,6.1529480443666085,1.4068884997081144,2.3409223584354932,9.030939871570345,3.4267367192060716,2.1482778750729716,0.5545826036193812,37.39054290718038,20.04670169293637,1.2726211325160537,11.72796263864565,3.6835960303561004,1.7571511967308815,1.6112084063047285,0.9165207238762405,6.900175131348512
010331,22257,6308,269,545,417,136,219,152,1665,1385,549,257,2034,568,761,1072,431,169,105,10288,6748,53,2349,811,225,160,125,1560,100.0,28.341645325066274,1.208608527654221,2.448667834838478,1.8735678662892572,0.6110437165835467,0.9839601024396819,0.6829312126521994,7.480792559644158,6.222761378442737,2.4666397088556407,1.1546929056027317,9.138697937727457,2.5520061104371656,3.4191490317652873,4.816462236599722,1.9364694253493284,0.7593116772251427,0.47176169295053244,46.223659972143594,30.31855146695422,0.2381273307274116,10.553983016579053,3.643797456979827,1.0109179134654267,0.7188749606865256,0.5616210630363481,7.0090308666936245
010332,22072,4364,232,179,382,113,240,175,1508,456,242,246,1430,344,468,1501,667,269,220,11788,7479,65,3119,1346,285,185,111,2085,100.0,19.77165639724538,1.0511054729974627,0.8109822399420079,1.730699528814788,0.5119608553823849,1.0873504893077202,0.7928597317868793,6.832185574483509,2.065965929684668,1.0964117433852845,1.114534251540413,6.4787966654585,1.5585357013410657,2.1203334541500545,6.800471185212033,3.0219282348677057,1.218738673432403,0.9967379485320769,53.407031533164194,33.88455962305183,0.29449075752084086,14.13102573396158,6.098223994200797,1.2912287060529177,0.8381660021747009,0.5028996013048206,9.446357375860819
010441,18444,6229,396,345,533,164,199,202,2091,975,240,356,1594,304,480,1089,459,198,91,7057,4336,145,1683,469,195,173,168,1269,100.0,33.77250054218174,2.147039687703318,1.870527000650618,2.8898286705703753,0.8891780524831923,1.0789416612448492,1.09520711342442,11.337020169160702,5.286271958360443,1.3012361743656473,1.9301669919757105,8.642376924745175,1.6482324875298202,2.6024723487312946,5.904359141184125,2.4886141834743003,1.073519843851659,0.49338538278030797,38.26176534374322,23.509000216872696,0.7861635220125787,9.124918672739103,2.5428323574062026,1.0572543916720885,0.9379744090219041,0.9108653220559532,6.880286271958361
010442,33611,9676,498,681,682,262,461,294,2629,1921,638,349,2638,791,996,1481,555,261,130,14938,8777,158,4133,1450,352,306,238,2085,100.0,28.78819434113832,1.4816577906042665,2.0261224004046294,2.029097616851626,0.779506709113088,1.3715747820653954,0.8747136354169766,7.821844039153849,5.715390794680313,1.8981880931837791,1.0383505400017852,7.848620987176817,2.3533962095742464,2.963315581208533,4.406295558001845,1.651245128083068,0.7765314926660914,0.3867781381095475,44.443783285234,26.113474755288447,0.47008419862545,12.296569575436612,4.3140638481449525,1.0472761893427747,0.9104162327809349,0.7081015143851714,6.203326291987742
020101,26746,4219,283,330,547,183,251,196,992,467,170,180,950,318,289,1287,471,271,106,15513,11050,222,3578,1280,382,236,119,3237,100.0,15.774321393853285,1.058102146115307,1.2338293576609587,2.045165632244074,0.6842144619756225,0.9384580871906079,0.7328198609137815,3.7089658266656693,1.7460554849323264,0.6356090630374636,0.672997831451432,3.5519329993270023,1.1889628355641966,1.080535407163688,4.811934494877739,1.7610109922979136,1.0132356240185447,0.3963209451880655,58.00119644058924,41.31458909743513,0.8300306587900994,13.377701338517909,4.785762356987961,1.4282509534135945,0.8823749345696553,0.4449263441262245,12.102744335601585
020202,25181,9519,1193,530,1400,549,782,790,1255,434,290,497,1383,276,382,717,310,105,56,8305,5365,255,2184,922,203,1052,79,1551,100.0,37.80231126643104,4.737699058814186,2.104761526547794,5.559747428616815,2.1802152416504508,3.1055160636988206,3.137286049005202,4.983916444938644,1.7235217028712124,1.1516619673563402,1.9737103371589693,5.492236209840753,1.096064493070172,1.5170167983797307,2.8473849330844683,1.2310869306222947,0.4169810571462611,0.22238989714467258,32.9812159961876,21.305746396092292,1.0126682816409196,8.67320598864223,3.6614908065605025,0.8061633771494381,4.177753067789206,0.31372860490052024,6.159405901274771
020303,12657,2833,340,144,409,203,300,301,234,176,72,66,320,103,108,178,63,30,12,6957,6184,63,560,153,47,302,29,1177,100.0,22.382871138500434,2.6862605672750255,1.1377103579047168,3.231413447104369,1.603855573990677,2.370229912301493,2.3781306786758316,1.8487793315951646,1.3905348818835426,0.5688551789523584,0.5214505807063285,2.5282452397882595,0.8137789365568461,0.8532827684285377,1.4063364146322195,0.4977482815833135,0.23702299123014933,0.09480919649205972,54.96563166627163,48.85833925890811,0.4977482815833135,4.424429169629454,1.2088172552737615,0.3713360195939006,2.38603144505017,0.22912222485581102,9.299202022596193
020304,12516,4259,496,184,688,253,436,425,451,240,79,73,368,75,121,271,96,43,31,4923,4068,68,581,217,33,518,9,888,100.0,34.02844359220198,3.962927452860339,1.4701182486417386,5.496963886225631,2.0214125918823904,3.4835410674336846,3.395653563438798,3.6033876637903486,1.9175455417066156,0.6311920741450943,0.5832534356024288,2.940236497283477,0.5992329817833174,0.966762543943752,2.165228507510387,0.7670182166826461,0.3435602428891019,0.2476829658037712,39.33365292425695,32.50239693192714,0.5433045701502077,4.642058165548098,1.7337807606263984,0.2636625119846596,4.138702460850112,0.07190795781399809,7.094918504314478
020405,4997,1894,202,46,233,113,162,152,357,135,42,45,236,40,99,574,265,93,60,655,125,34,260,18,81,120,748,167,100.0,37.90274164498699,4.042425455273164,0.9205523313988393,4.662797678607164,2.2613568140884532,3.24194516710026,3.041825095057034,7.144286571943166,2.7016209725835503,0.840504302581549,0.9005403241945167,4.722833700220132,0.8004802881729037,1.9811887132279369,11.486892135281169,5.303181909145487,1.8611166700020012,1.2007204322593557,13.1078647188313,2.501500900540324,0.6804082449469682,5.203121873123874,0.3602161296778067,1.62097258355013,2.4014408645187113,14.9689813888333,3.3420052031218734
020407,6741,2437,231,63,272,124,234,138,426,206,227,27,364,91,85,906,360,170,94,1318,371,30,375,51,68,165,547,195,100.0,36.15190624536419,3.4267912772585665,0.9345794392523363,4.035009642486278,1.8394896899569797,3.4712950600801067,2.047174009790832,6.319537160658656,3.0559264204124017,3.3674529001631806,0.4005340453938585,5.399792315680166,1.3499480789200415,1.260940513276962,13.44014241210503,5.34045393858478,2.521881026553924,1.3944518617415813,19.55199525292983,5.503634475597092,0.4450378282153983,5.5629728526924795,0.7565643079661771,1.0087524106215695,2.4477080551846906,8.114523067794096,2.8927458834000888
020506,6953,3566,490,108,552,211,373,282,443,105,141,49,255,85,67,614,212,125,97,800,224,33,247,34,40,285,366,137,100.0,51.28721415216453,7.047317704587948,1.5532863512153028,7.9390191284337694,3.034661297281749,5.3645908241047024,4.055803250395513,6.371350496188695,1.5101395081259887,2.0279016251977566,0.7047317704587948,3.6674816625916873,1.2224938875305624,0.9636128289946786,8.830720552279592,3.04904357831152,1.797785128721415,1.3950812598878182,11.505824823817058,3.221630950668776,0.47461527398245357,3.5524234143535165,0.4889975550122249,0.5752912411908528,4.098950093484826,5.263914856896304,1.970372501078671
020508,12388,6526,907,173,945,375,748,508,811,228,250,72,528,135,165,968,383,130,119,1296,384,60,405,42,83,524,507,340,100.0,52.680012915724895,7.321601549886987,1.3965127542783338,7.628350016144656,3.0271230222796253,6.038101388440427,4.100742654181467,6.546658056183404,1.8404907975460123,2.0180820148530834,0.581207620277688,4.2621892153697125,1.089764288020665,1.3319341298030352,7.814013561511139,3.091701646754924,1.0494026477236036,0.9606070390700678,10.461737164998386,3.0997739748143363,0.4843396835647401,3.2692928640619954,0.3390377784953181,0.6700032289312238,4.229899903132063,4.092670326122053,2.7445915402001937
030101,1839,528,18,6,15,28,22,15,238,36,27,24,326,66,116,372,181,66,51,423,59,15,172,15,38,28,40,28,100.0,28.711256117455136,0.9787928221859705,0.3262642740619902,0.8156606851549755,1.5225666122892878,1.1963023382272975,0.8156606851549755,12.941816204458945,1.957585644371941,1.468189233278956,1.3050570962479608,17.727025557368133,3.588907014681892,6.307775965198477,20.22838499184339,9.842305600870038,3.588907014681892,2.7732463295269167,23.00163132137031,3.2082653616095707,0.8156606851549755,9.352909189777053,0.8156606851549755,2.066340402392605,1.5225666122892878,2.1750951604132682,1.5225666122892878
030202,2683,1206,99,49,69,60,52,57,395,55,106,21,84,18,24,370,140,66,57,461,147,12,148,30,33,122,55,72,100.0,44.94968319045844,3.689899366380917,1.8263138278046962,2.5717480432351847,2.236302646291465,1.9381289601192695,2.1244875139768915,14.722325754752145,2.049944092433843,3.950801341781588,0.7827059262020127,3.130823704808051,0.6708907938874394,0.8945210585165859,13.790532985464033,5.218039508013418,2.459932910920611,2.1244875139768915,17.18225866567275,5.478941483414089,0.44726052925829296,5.516213194185613,1.1181513231457325,1.2299664554603056,4.547148714125979,2.049944092433843,2.6835631755497578
030203,1691,553,21,27,29,9,27,3,272,34,21,24,70,13,21,602,286,46,168,411,117,6,70,15,9,27,22,63,100.0,32.70254287403903,1.2418687167356592,1.5966883500887048,1.7149615612063869,0.5322294500295683,1.5966883500887048,0.17740981667652278,16.085156712004732,2.0106445890005915,1.2418687167356592,1.4192785334121822,4.139562389118864,0.768775872264932,1.2418687167356592,35.60023654642224,16.9130691898285,2.720283855706682,9.934949733885274,24.305144884683617,6.9189828503843875,0.35481963335304556,4.139562389118864,0.8870490833826138,0.5322294500295683,1.5966883500887048,1.3010053222945004,3.7256061502069784
030304,1369,487,16,24,9,45,25,12,209,24,22,14,101,0,33,448,219,36,128,264,30,0,68,12,22,28,37,27,100.0,35.573411249086924,1.1687363038714391,1.7531044558071585,0.6574141709276844,3.287070854638422,1.8261504747991233,0.8765522279035792,15.266617969320674,1.7531044558071585,1.6070124178232286,1.0226442658875092,7.377647918188458,0.0,2.410518626734843,32.724616508400295,15.997078159240322,2.6296566837107376,9.349890430971513,19.284149013878743,2.191380569758948,0.0,4.967129291453616,0.8765522279035792,1.6070124178232286,2.0452885317750185,2.7027027027027026,1.9722425127830532
030307,867,324,23,3,19,15,12,15,118,51,7,3,21,6,9,136,53,18,18,190,58,9,78,15,6,24,25,54,100.0,37.37024221453287,2.6528258362168398,0.34602076124567477,2.1914648212226067,1.7301038062283738,1.384083044982699,1.7301038062283738,13.610149942329874,5.88235294117647,0.8073817762399077,0.34602076124567477,2.422145328719723,0.6920415224913495,1.0380622837370241,15.686274509803921,6.113033448673587,2.0761245674740483,2.0761245674740483,21.91464821222607,6.6897347174163775,1.0380622837370241,8.996539792387544,1.7301038062283738,0.6920415224913495,2.768166089965398,2.883506343713956,6.228373702422145
030405,2299,822,73,27,52,58,21,47,310,51,27,21,104,18,47,429,178,39,139,690,355,18,91,9,27,41,28,143,100.0,35.75467594606351,3.1752936059156154,1.17442366246194,2.2618529795563287,2.5228360156589824,0.9134406263592866,2.044367116137451,13.484123531970422,2.218355806872553,1.17442366246194,0.9134406263592866,4.523705959112657,0.7829491083079599,2.044367116137451,18.660287081339714,7.742496737712049,1.6963897346672467,6.046107003044802,30.01304915180513,15.44149630274032,0.7829491083079599,3.9582427142235757,0.39147455415397997,1.17442366246194,1.783384080034798,1.2179208351457156,6.220095693779904
030406,3662,1740,126,42,156,134,93,128,457,106,78,34,124,16,33,515,241,70,53,485,126,33,150,38,9,126,95,125,100.0,47.51501911523758,3.440742763517204,1.1469142545057347,4.2599672310212995,3.659202621518296,2.539595849262698,3.4953577280174764,12.479519388312397,2.894593118514473,2.1299836155106497,0.9284543965046422,3.386127799016931,0.43691971600218454,0.9011469142545057,14.063353358820315,6.581103222282906,1.9115237575095576,1.4472965592572364,13.24412889131622,3.440742763517204,0.9011469142545057,4.09612233752048,1.0376843255051884,0.24576734025122884,3.440742763517204,2.594210813762971,3.413435281267067
030408,4075,1861,156,42,237,114,129,114,482,91,92,25,292,95,82,571,224,110,33,635,90,34,275,45,57,81,62,63,100.0,45.668711656441715,3.8282208588957056,1.030674846625767,5.815950920245399,2.7975460122699385,3.165644171779141,2.7975460122699385,11.828220858895705,2.233128834355828,2.2576687116564416,0.6134969325153374,7.1656441717791415,2.331288343558282,2.0122699386503067,14.012269938650308,5.4969325153374236,2.6993865030674846,0.8098159509202454,15.58282208588957,2.208588957055215,0.8343558282208589,6.748466257668712,1.1042944785276074,1.3987730061349692,1.987730061349693,1.5214723926380367,1.5460122699386503
030509,4992,2138,156,88,247,99,109,125,554,186,98,48,545,146,165,595,226,78,78,884,166,61,341,37,118,100,250,108,100.0,42.828525641025635,3.125,1.7628205128205128,4.947916666666666,1.9831730769230769,2.1834935897435894,2.5040064102564106,11.097756410256409,3.7259615384615383,1.9631410256410255,0.9615384615384616,10.917467948717949,2.9246794871794872,3.3052884615384617,11.919070512820513,4.527243589743589,1.5625,1.5625,17.708333333333336,3.3253205128205128,1.2219551282051282,6.830929487179486,0.7411858974358974,2.363782051282051,2.003205128205128,5.008012820512821,2.1634615384615383
030510,1449,504,22,31,52,19,26,21,167,33,27,6,106,33,43,343,176,47,57,333,37,0,149,9,92,13,92,22,100.0,34.78260869565217,1.518288474810214,2.139406487232574,3.5886818495514143,1.3112491373360937,1.7943409247757072,1.4492753623188406,11.525189786059352,2.2774327122153206,1.8633540372670807,0.4140786749482402,7.315389924085576,2.2774327122153206,2.9675638371290542,23.67149758454106,12.146307798481711,3.243616287094548,3.9337474120082816,22.981366459627328,2.5534851621808143,0.0,10.28295376121463,0.6211180124223602,6.349206349206349,0.8971704623878536,6.349206349206349,1.518288474810214
030611,6209,3384,540,94,494,246,276,290,398,84,112,33,164,22,54,568,248,66,38,572,136,37,216,32,21,366,95,105,100.0,54.501530037043,8.697052665485586,1.5139313899178612,7.956192623610887,3.961990658721211,4.445160251248188,4.670639394427444,6.410049927524561,1.3528748590755355,1.8038331454340473,0.5314865517796746,2.6413271058141405,0.35432436785311644,0.8697052665485585,9.148010951844098,3.9942019648896765,1.0629731035593493,0.6120148172008375,9.212433564181028,2.190368819455629,0.595909164116605,3.478821066194234,0.5153808986954421,0.3382187147688839,5.894669028829119,1.5300370430020938,1.6910935738444193
030612,5288,2689,242,131,399,158,273,233,388,129,89,27,136,30,46,492,207,85,51,531,140,47,183,26,30,203,249,109,100.0,50.85098335854765,4.576399394856279,2.477307110438729,7.545385779122542,2.987897125567322,5.162632375189107,4.406202723146747,7.337367624810892,2.439485627836611,1.6830559757942514,0.510590015128593,2.5718608169440245,0.56732223903177,0.869894099848714,9.304084720121027,3.9145234493192134,1.6074130105900153,0.9644478063540092,10.04160363086233,2.64750378214826,0.8888048411497731,3.460665658093797,0.49167927382753407,0.56732223903177,3.8388804841149775,4.708774583963692,2.0612708018154313
030613,5929,3147,430,113,465,236,333,315,286,52,81,56,144,9,48,435,223,75,39,474,130,43,189,18,45,424,78,82,100.0,53.07809074042841,7.252487771968291,1.9058863214707373,7.842806544105245,3.9804351492663184,5.616461460617305,5.312868949232586,4.823747680890538,0.8770450328891887,1.3661663012312362,0.9445100354191263,2.4287400910777532,0.15179625569235958,0.8095800303592511,7.336819025130713,3.7611738910440207,1.26496879743633,0.6577837746668915,7.9946027997976055,2.192612582222972,0.7252487771968291,3.187721369539551,0.30359251138471915,0.758981278461798,7.151290268173385,1.315567549333783,1.3830325518637208
030614,4293,1676,115,49,204,74,156,127,371,123,53,24,247,73,81,539,220,116,36,730,108,25,273,12,97,127,402,56,100.0,39.040298159795014,2.6787794083391567,1.1413929652923365,4.751921733053808,1.7237363149312834,3.6338225017470296,2.9583042161658515,8.641975308641975,2.86512928022362,1.2345679012345678,0.5590496156533892,5.753552294432797,1.7004425809457255,1.8867924528301887,12.5553226182157,5.1246214768227345,2.7020731423247146,0.8385744234800839,17.004425809457256,2.515723270440252,0.5823433496389472,6.359189378057302,0.2795248078266946,2.259492196599115,2.9583042161658515,9.36408106219427,1.3044491031912415
030715,7728,4031,576,157,506,321,408,440,337,94,82,51,248,52,69,582,246,107,30,599,123,53,255,15,78,610,150,138,100.0,52.16097308488613,7.453416149068323,2.031573498964803,6.547619047619048,4.153726708074535,5.279503105590062,5.693581780538302,4.3607660455486545,1.2163561076604554,1.0610766045548654,0.6599378881987578,3.2091097308488616,0.6728778467908902,0.8928571428571428,7.531055900621118,3.183229813664596,1.384575569358178,0.38819875776397517,7.751035196687371,1.591614906832298,0.6858178053830228,3.299689440993789,0.19409937888198758,1.0093167701863355,7.893374741200828,1.9409937888198756,1.7857142857142856
030716,7877,4104,548,109,545,296,349,430,539,162,135,45,196,44,52,715,320,119,64,724,228,49,238,30,23,442,255,111,100.0,52.10105370064746,6.956963310905167,1.3837755490669037,6.918877745334519,3.757775802970674,4.430620794718801,5.458931065126317,6.842706614193221,2.056620540815031,1.7138504506791927,0.5712834835597308,2.4882569506157166,0.5585882950361813,0.6601498032245778,9.077059794337945,4.062460327535864,1.5107274343023993,0.8124920655071729,9.191316491049891,2.894502983369303,0.6220642376539292,3.0214548686047986,0.3808556557064872,0.29198933604164024,5.611273327408912,3.2372730735051416,1.4091659261140028
040101,8231,2614,59,81,106,39,49,54,1640,129,110,92,592,128,203,1083,403,254,186,2956,1562,261,703,175,112,35,125,645,100.0,31.757988093791763,0.7168023326448791,0.984084558376868,1.2878143603450372,0.47381849107034385,0.5953104118576115,0.6560563722512452,19.924675009111894,1.5672457781557527,1.3364111286599443,1.1177256712428623,7.192321710606245,1.5550965860770258,2.4662859919815334,13.157575021261087,4.8961244077268855,3.0858947879965983,2.2597497266431783,35.91301178471632,18.977038026971208,3.170939132547686,8.540882031344916,2.1261086137771836,1.3607095128173976,0.4252217227554368,1.5186490098408456,7.836228890778764
040202,3295,1427,88,59,117,71,109,174,331,91,44,36,133,21,33,370,132,85,15,530,161,97,142,18,33,148,42,165,100.0,43.30804248861912,2.670713201820941,1.7905918057663128,3.550834597875569,2.154779969650986,3.30804248861912,5.28072837632777,10.045523520485585,2.7617602427921093,1.3353566009104705,1.0925644916540211,4.036418816388467,0.637329286798179,1.0015174506828528,11.229135053110774,4.006069802731411,2.579666160849772,0.4552352048558422,16.084977238239755,4.886191198786039,2.9438543247344464,4.309559939301972,0.5462822458270106,1.0015174506828528,4.49165402124431,1.274658573596358,5.007587253414264
040203,8288,2947,227,133,288,176,132,222,740,182,148,111,801,173,316,809,274,194,37,2171,681,263,798,63,160,224,87,422,100.0,35.557432432432435,2.738899613899614,1.6047297297297296,3.474903474903475,2.1235521235521233,1.5926640926640927,2.6785714285714284,8.928571428571429,2.195945945945946,1.7857142857142856,1.3392857142857142,9.66457528957529,2.087355212355212,3.812741312741313,9.761100386100386,3.305984555984556,2.3407335907335907,0.4464285714285714,26.194498069498067,8.216698841698841,3.173262548262548,9.628378378378379,0.7601351351351352,1.9305019305019304,2.7027027027027026,1.0497104247104247,5.091698841698842
