id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0110,124970,67238.0,81159.0,57732.0,23427.0,43811.0,100.0,53.80331279507081,64.9427862687045,46.196687204929184,18.746099063775308,35.05721373129551
0120,90514,51325.0,58359.0,39189.0,19170.0,32155.0,100.0,56.70393530282608,64.47510882294452,43.29606469717392,21.1790441257706,35.52489117705549
0130,78879,52665.0,48140.0,26214.0,21926.0,30739.0,100.0,66.76682006617732,61.03018547395378,33.23317993382269,27.797005540131085,38.96981452604622
0140,103039,63045.0,62734.0,39994.0,22740.0,40305.0,100.0,61.18557051213618,60.88374304874853,38.81442948786382,22.069313560884712,39.116256951251465
0210,40958,29320.0,25533.0,11638.0,13895.0,15425.0,100.0,71.58552663704283,62.33946970066898,28.414473362957178,33.924996337711804,37.66053029933102
0220,64163,29785.0,46888.0,34378.0,12510.0,17275.0,100.0,46.42083443729252,73.07638358555553,53.57916556270747,19.49721802284806,26.923616414444464
0230,45603,25221.0,30430.0,20382.0,10048.0,15173.0,100.0,55.30557200184199,66.72806613599982,44.69442799815801,22.03363813784181,33.271933864000175
0240,53705,24760.0,37645.0,28945.0,8700.0,16060.0,100.0,46.10371473792012,70.09589423703567,53.89628526207988,16.199608974955776,29.904105762964345
0250,88042,37393.0,62755.0,50649.0,12106.0,25287.0,100.0,42.47177483473797,71.27848072510847,57.528225165262036,13.750255559846437,28.721519274891527
0310,17772,5155.0,13966.0,12617.0,1349.0,3806.0,100.0,29.006302048165654,78.58428989421562,70.99369795183435,7.590591942381273,21.41571010578438
0320,48878,11073.0,42434.0,37805.0,4629.0,6444.0,100.0,22.654363926510904,86.81615450714023,77.3456360734891,9.470518433651131,13.183845492859772
0330,38265,8886.0,32687.0,29379.0,3308.0,5578.0,100.0,23.222265778126225,85.42271004834706,76.77773422187377,8.644975826473278,14.577289951652947
0340,95650,24535.0,81317.0,71115.0,10202.0,14333.0,100.0,25.6508102456874,85.01515943544172,74.34918975431259,10.665969681129116,14.984840564558285
0350,57840,16837.0,46407.0,41003.0,5404.0,11433.0,100.0,29.109612724757955,80.23340248962656,70.89038727524205,9.34301521438451,19.766597510373444
0360,108822,41112.0,81395.0,67710.0,13685.0,27427.0,100.0,37.779125544467114,74.79645659884949,62.22087445553289,12.575582143316607,25.2035434011505
0370,60946,23404.0,46114.0,37542.0,8572.0,14832.0,100.0,38.40120762642339,75.6637022938339,61.59879237357661,14.064909920257277,24.336297706166114
0410,19601,11455.0,13178.0,8146.0,5032.0,6423.0,100.0,58.44089587265956,67.23126371103515,41.55910412734044,25.672159583694707,32.76873628896485
0420,41031,15642.0,31977.0,25389.0,6588.0,9054.0,100.0,38.122395262118886,77.93375740293924,61.87760473788111,16.056152665058125,22.066242597060757
0430,109944,56078.0,76883.0,53866.0,23017.0,33061.0,100.0,51.00596667394309,69.92923670232119,48.9940333260569,20.93520337626428,30.07076329767882
0440,53992,21374.0,42610.0,32618.0,9992.0,11382.0,100.0,39.587346273522,78.91909912579641,60.41265372647799,18.506445399318416,21.080900874203586
0450,118283,56393.0,85889.0,61890.0,23999.0,32394.0,100.0,47.67633556808671,72.61313967349491,52.3236644319133,20.28947524158163,27.386860326505076
0510,114251,57039.0,79833.0,57212.0,22621.0,34418.0,100.0,49.92428950293652,69.87509956149181,50.07571049706348,19.79938906442832,30.124900438508195
0520,91976,40906.0,68065.0,51070.0,16995.0,23911.0,100.0,44.47464555971123,74.0030007828129,55.525354440288766,18.47764634252414,25.996999217187096
0530,33589,18648.0,23959.0,14941.0,9018.0,9630.0,100.0,55.518175593200155,71.32989966953467,44.481824406799845,26.84807526273482,28.67010033046533
0540,20106,4397.0,18438.0,15709.0,2729.0,1668.0,100.0,21.869093802844922,91.70396896448821,78.13090619715508,13.573062767333136,8.296031035511788
0610,76053,28712.0,60916.0,47341.0,13575.0,15137.0,100.0,37.75261988350229,80.09677461770082,62.24738011649771,17.849394501203108,19.903225382299187
0620,80496,28363.0,65420.0,52133.0,13287.0,15076.0,100.0,35.23529119459352,81.27111906181673,64.76470880540649,16.506410256410255,18.728880938183266
0630,83648,26568.0,69739.0,57080.0,12659.0,13909.0,100.0,31.761667941851567,83.37198737566948,68.23833205814843,15.133655317521042,16.62801262433053
0640,69159,20123.0,58711.0,49036.0,9675.0,10448.0,100.0,29.0967191544123,84.89278329646177,70.9032808455877,13.989502450874072,15.107216703538223
0710,50462,27484.0,34349.0,22978.0,11371.0,16113.0,100.0,54.46474574927669,68.06904205144465,45.53525425072332,22.533787800721335,31.93095794855535
0720,53015,23753.0,39721.0,29262.0,10459.0,13294.0,100.0,44.8043006696218,74.9240780911063,55.19569933037819,19.728378760728095,25.07592190889371
0730,47632,18511.0,37742.0,29121.0,8621.0,9890.0,100.0,38.86252939200537,79.23664763184414,61.13747060799463,18.099177023849514,20.763352368155864
0740,66997,30878.0,49532.0,36119.0,13413.0,17465.0,100.0,46.08863083421646,73.93166858217532,53.91136916578354,20.02029941639178,26.06833141782468
0750,54078,22757.0,42397.0,31321.0,11076.0,11681.0,100.0,42.08180775916269,78.39971892451643,57.91819224083731,20.481526683679128,21.60028107548356
0760,85045,31153.0,70119.0,53892.0,16227.0,14926.0,100.0,36.63119524957376,82.44929155153154,63.36880475042624,19.080486801105298,17.55070844846846
0810,162584,95683.0,104125.0,66901.0,37224.0,58459.0,100.0,58.85142449441519,64.04381734980072,41.14857550558481,22.895241844215914,35.95618265019928
0820,74670,34368.0,56560.0,40302.0,16258.0,18110.0,100.0,46.02651667336279,75.74661845453328,53.97348332663721,21.773135127896076,24.25338154546672
0830,39054,22607.0,29582.0,16447.0,13135.0,9472.0,100.0,57.88651610590464,75.74640241716597,42.11348389409535,33.63291852307062,24.253597582834026
