id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_age_below_6_percentage,inhabitants_with_migration_background_age_6_15_percentage,inhabitants_with_migration_background_age_15_18_percentage,inhabitants_with_migration_background_age_18_27_percentage,inhabitants_with_migration_background_age_27_45_percentage,inhabitants_with_migration_background_age_45_55_percentage,inhabitants_with_migration_background_age_55_65_percentage,inhabitants_with_migration_background_age_above_65_percentage,inhabitants_with_migration_background_female_percentage,inhabitants_foreigners_percentage
0110,56577,4615,4963,1314,6646,26062,6634,3674,2669,27559,38316,100.0,8.157024939463033,8.772115877476713,2.3224985418102766,11.746822913904943,46.06465524859926,11.725612881559645,6.493804903052477,4.717464694133659,48.710606783675345,67.72363327854075
0120,45371,3310,4217,1375,5994,17559,5484,3837,3595,21394,28555,100.0,7.295408961671552,9.294483260232306,3.030570188005554,13.211081968658394,38.70093231359238,12.087015935289061,8.456943862819863,7.923563509730886,47.15346807432061,62.936677613453526
0130,48992,4258,6479,2032,6333,15920,6221,4234,3515,23516,28584,100.0,8.691214892227302,13.224608099281514,4.147615937295885,12.926600261267145,32.49510124101894,12.697991508817767,8.642227302416721,7.174640757674721,47.99967341606793,58.34421946440235
0140,57582,4360,5853,1929,7679,20959,7370,5269,4163,26968,37048,100.0,7.5718106352679655,10.164634781702615,3.3500052099614464,13.335764648674933,36.398527317564515,12.799138619707549,9.15042895349241,7.229689833628565,46.83408009447397,64.33955055399257
0210,27652,2157,3462,1194,2983,8894,3925,2755,2282,13583,14217,100.0,7.800520757992188,12.51989006220165,4.3179516852307245,10.787646463185304,32.164038767539424,14.194271662085924,9.963112975553305,8.252567626211485,49.12122088818169,51.41400260378997
0220,28328,2086,2553,845,2895,11453,3820,2531,2145,13700,17070,100.0,7.363739056763626,9.012284665348771,2.9829144309517086,10.219570742728044,40.429963287207,13.484891273651511,8.934622987856537,7.5720135554927985,48.36204462016379,60.25840158147416
0230,25189,1455,2136,795,2581,9711,3645,2395,2471,12004,15549,100.0,5.776330938107904,8.479892016356345,3.1561395847393703,10.246536186430586,38.55254277660884,14.470602247012584,9.508118623208544,9.80983762753583,47.65572273611497,61.72932629322323
0240,18469,1756,1647,420,2755,8691,1673,980,547,8915,12392,100.0,9.507823921165196,8.917645784828633,2.274080892306026,14.916887757864531,47.057231035789705,9.058422221019006,5.306188748714061,2.9617196383128483,48.270074178352914,67.0962152796578
0250,31232,2806,2199,465,3615,17793,2664,1122,568,14997,21889,100.0,8.984375,7.040855532786885,1.4888575819672132,11.574667008196721,56.97041495901639,8.529713114754097,3.5924692622950816,1.8186475409836065,48.018058401639344,70.08516905737704
0310,3146,438,433,90,400,1178,309,167,131,1397,2291,100.0,13.922441195168467,13.763509218054674,2.860775588048315,12.714558169103624,37.44437380801017,9.82199618563255,5.308328035600763,4.164017800381437,44.40559440559441,72.822631913541
0320,7329,856,1131,305,804,2328,961,551,393,3718,3929,100.0,11.67962887160595,15.431846090871879,4.161550006822213,10.97011870650839,31.764224314367578,13.11229362805294,7.518078864783735,5.362259516987311,50.72997680447537,53.60895074362123
0330,4942,736,767,164,555,1628,541,332,219,2424,2856,100.0,14.892755969243222,15.520032375556456,3.3184945366248484,11.230271145285311,32.94212869283691,10.94698502630514,6.717927964386888,4.43140428976123,49.048968029138,57.79036827195468
0340,17233,2101,2239,510,1690,7133,1908,966,686,8604,10059,100.0,12.19172517843672,12.992514361979923,2.9594382870074853,9.806766088318923,41.39151627691058,11.071780885510359,5.6055242848024145,3.9807346370335983,49.92746474786746,58.3705680960947
0350,11540,1353,1353,326,1302,5132,1144,587,343,5566,7821,100.0,11.724436741767764,11.724436741767764,2.8249566724436743,11.282495667244367,44.47140381282495,9.913344887348353,5.086655112651647,2.9722703639514734,48.23223570190641,67.77296360485269
0360,31743,2964,3138,688,3354,15744,3549,1490,816,15799,21424,100.0,9.33749173046026,9.885644079009545,2.167406987367294,10.566109063415556,49.59833664114923,11.180417729893206,4.693948272059982,2.5706454966449295,49.771603188104464,67.49204549034434
0370,20650,1978,2172,581,1993,9773,2586,1013,554,10465,13583,100.0,9.578692493946733,10.5181598062954,2.8135593220338984,9.65133171912833,47.32687651331719,12.523002421307506,4.905569007263923,2.682808716707022,50.67796610169491,65.77723970944311
0410,10068,872,1223,341,1007,3195,1464,1054,912,4945,5623,100.0,8.661104489471594,12.147397695669447,3.3869686134286847,10.001986491855384,31.734207389749702,14.541120381406436,10.46881207787048,9.058402860548272,49.116011124354394,55.850218514104085
0420,14184,989,1517,471,2037,4540,1942,1366,1322,6985,8669,100.0,6.972645234066553,10.695149464184997,3.320642978003384,14.361252115059223,32.00789622109419,13.691483361534123,9.630569655950366,9.320360970107162,49.245628877608574,61.11816130851664
0430,50362,3390,4257,1329,5351,17518,7216,5554,5747,24976,30348,100.0,6.731265636789644,8.452801715579207,2.638894404511338,10.625074460903061,34.78416266232477,14.32826337317819,11.02815614947778,11.411381597236012,49.59294706326198,60.25971962987967
0440,18493,1519,2207,616,1647,5470,2819,2100,2115,9439,10070,100.0,8.213918780078949,11.934245390147623,3.330990104363813,8.906072567998702,29.578759530633214,15.243605688638945,11.355648083058455,11.4367598550803,51.04093440761369,54.45303628399935
0450,51319,3565,4803,1437,4937,16905,7500,6010,6162,25621,30390,100.0,6.946744870320934,9.359106763576843,2.800132504530486,9.620218632475302,32.94101599797346,14.614470274167463,11.711062179699526,12.007248777255986,49.924979052592604,59.21783355092656
0510,44339,4434,5992,1756,4614,13801,5832,4132,3778,21756,25312,100.0,10.00022553508198,13.514062112361577,3.9603960396039604,10.406188682649587,31.12609666433614,13.153205981190375,9.319109587496335,8.520715397280048,49.06741243600442,57.08743995128442
0520,33237,3319,4769,1449,3527,9847,4346,3280,2700,16281,18842,100.0,9.985859132894063,14.348467069831813,4.359599241808827,10.611667719709962,29.626620934500707,13.07578903029756,9.868520022866083,8.123476848090982,48.984565393988625,56.689833619159366
0530,14360,1345,1777,547,1432,4474,1975,1473,1337,7088,7294,100.0,9.366295264623956,12.374651810584957,3.809192200557103,9.972144846796658,31.15598885793872,13.753481894150418,10.257660167130918,9.31058495821727,49.35933147632312,50.79387186629526
0540,3637,339,654,202,243,780,598,425,396,1878,1330,100.0,9.320868847951608,17.981853175694255,5.554028045092109,6.681330767115755,21.44624690679131,16.442122628540005,11.68545504536706,10.888094583447897,51.63596370635138,36.56860049491339
0610,24519,2070,2690,763,2314,7866,3555,2666,2595,12619,12793,100.0,8.442432399363758,10.971083649414739,3.111872425465965,9.437579020351563,32.08124311758228,14.498959990211674,10.873200375219218,10.583629022390799,51.46620987805376,52.17586361597129
0620,23384,2118,2931,824,2392,7066,3125,2453,2475,11743,12248,100.0,9.057475196715703,12.53421142661649,3.5237769414984603,10.229216558330483,30.21724255901471,13.36383852206637,10.490078686281217,10.584160109476565,50.21809784468012,52.37769414984604
0630,22653,1834,3185,925,2469,6342,3197,2395,2306,11468,11970,100.0,8.096057917273649,14.059947909769125,4.083344369399197,10.899218646536884,27.99629188186995,14.112921025912684,10.572551096984947,10.179667152253565,50.62464132785944,52.840683353198244
0640,17549,1326,2395,761,2265,4385,2447,1917,2053,8965,9429,100.0,7.555986096073851,13.647501282124338,4.33642942617813,12.906718331528863,24.98717875662431,13.943814462362528,10.923699356088665,11.698672289019317,51.08553193914182,53.72955723972876
0710,25657,1698,2409,823,2606,8301,3807,2908,3105,12408,15264,100.0,6.618076938067584,9.389250496940406,3.2077016019020155,10.157072144054254,32.35374361772615,14.838055891179794,11.33413883150797,12.10196047862182,48.36107105273415,59.49253614997856
0720,21528,1665,2104,619,2255,7891,2916,2099,1979,10474,12389,100.0,7.734113712374582,9.773318468970643,2.8753251579338537,10.474730583426235,36.65458937198068,13.54515050167224,9.750092902266816,9.192679301374953,48.652917131178,57.54830917874396
