id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined,inhabitants_percentage,inhabitants_from_european_union_percentage,inhabitants_from_france_percentage,inhabitants_from_greece_percentage,inhabitants_from_italy_percentage,inhabitants_from_austria_percentage,inhabitants_from_spain_percentage,inhabitants_from_poland_percentage,inhabitants_from_bulgaria_percentage,inhabitants_from_rumania_percentage,inhabitants_from_croatia_percentage,inhabitants_from_united_kingdom_percentage,inhabitants_from_former_yugoslavia_percentage,inhabitants_from_bosnia_herzegovina_percentage,inhabitants_from_serbia_percentage,inhabitants_from_former_soviet_union_percentage,inhabitants_from_russia_percentage,inhabitants_from_ukraine_percentage,inhabitants_from_kazakhstan_percentage,inhabitants_from_islamic_countries_percentage,inhabitants_from_turkey_percentage,inhabitants_from_iran_percentage,inhabitants_from_arabic_countries_percentage,inhabitants_from_lebanon_percentage,inhabitants_from_syria_percentage,inhabitants_from_vietnam_percentage,inhabitants_from_united_states_percentage,inhabitants_from_undefined_percentage
011001,10633,2534,289,142,311,129,197,459,209,207,91,201,370,84,109,1860,767,633,87,3165,955,239,1484,224,280,94,286,524,100.0,23.83146807109941,2.71795354086335,1.3354650616006771,2.924856578576131,1.2132041756794882,1.8527226558826295,4.316749741371203,1.9655788582714193,1.946769491206621,0.8558262014483212,1.8903413900122263,3.47973290698768,0.7899934167215273,1.0251105050315057,17.49271137026239,7.213392269350137,5.953164676008652,0.8182074673187246,29.765823380043262,8.981472773441174,2.2477193642433932,13.956550362080316,2.106649111257406,2.633311389071758,0.8840402520455186,2.689739490266153,4.928054170977147
011002,8002,2001,161,73,232,123,155,253,352,97,31,148,217,42,88,1938,989,514,70,1644,343,110,851,90,231,271,253,261,100.0,25.006248437890527,2.0119970007498122,0.9122719320169957,2.899275181204699,1.5371157210697326,1.9370157460634843,3.1617095726068483,4.398900274931267,1.2121969507623094,0.3874031492126968,1.849537615596101,2.7118220444888776,0.5248687828042989,1.0997250687328168,24.21894526368408,12.359410147463134,6.423394151462134,0.8747813046738315,20.544863784053987,4.286428392901775,1.374656335916021,10.634841289677581,1.1247188202949263,2.8867783054236438,3.3866533366658333,3.1617095726068483,3.261684578855286
011003,30346,8277,959,364,1240,491,817,1060,555,435,183,855,962,135,262,4471,1794,1414,227,6488,1903,398,2824,204,917,1653,1470,918,100.0,27.27542344954854,3.1602188097278057,1.199499110261649,4.086205760231991,1.6180056679628285,2.692282343636723,3.493046859553153,1.8289066104264153,1.4334673433071905,0.6030448823568181,2.8175047782244778,3.1701047914057865,0.4448691755091281,0.8633757332103078,14.733408027417122,5.911817043432413,4.659592697554867,0.7480392803005338,21.380083042246095,6.2710077110657085,1.3115402359454293,9.30600408620576,0.6722467541026824,3.021815066236077,5.447175904567324,4.844131022210505,3.0251103934620707
011004,15458,5317,727,239,874,494,475,564,190,208,98,713,371,68,88,2505,895,884,62,2359,560,202,985,59,266,189,929,285,100.0,34.39642903351016,4.703066373398887,1.5461249838271445,5.654030275585457,3.195756242722215,3.072842541079053,3.6485961961443913,1.229137016431621,1.345581575883038,0.6339759347910467,4.612498382714452,2.400051753137534,0.4399016690386855,0.5692845128735929,16.205201190322164,5.78988226161211,5.718721697502911,0.4010868158882132,15.260706430327339,3.6227196273774096,1.3067667227325657,6.372105058869194,0.38167938931297707,1.7207918230042696,1.2226678742398758,6.009833096131453,1.8437055246474316
012005,25032,7007,663,365,785,263,374,1549,959,549,365,426,1671,303,582,2317,695,931,65,8693,2976,386,3783,1030,893,247,440,1220,100.0,27.992170022371365,2.6486097794822627,1.4581335890060723,3.135985937999361,1.0506551613934165,1.4940875679130712,6.188079258549057,3.831096196868009,2.1931927133269418,1.4581335890060723,1.7018216682646212,6.675455417066154,1.2104506232023011,2.3250239693192714,9.256152125279641,2.77644614892937,3.7192393736017895,0.25966762543943755,34.727548737615855,11.888782358581016,1.5420262064557366,15.112655800575265,4.114733141578779,3.567433684883349,0.9867369766698626,1.757750079897731,4.873761585170981
012006,24223,6158,584,315,733,267,423,1404,577,325,236,428,1177,254,334,2884,1064,995,162,8158,3436,418,3018,703,729,179,539,1378,100.0,25.422119473227923,2.4109317590719566,1.3004169590884695,3.0260496222598356,1.1022581843702266,1.7462742022045163,5.796144160508607,2.3820336044255463,1.3417000371547703,0.9742806423646947,1.7669157412376666,4.8590182884035835,1.0485901828840358,1.3788548074144409,11.9060397143211,4.392519506254387,4.107666267596912,0.6687858646740701,33.67873508648805,14.184865623580894,1.7256326631713659,12.459232960409528,2.9022003880609337,3.0095363910333157,0.7389670973867812,2.2251579077736037,5.688808157536226
013007,25256,6407,327,619,514,183,290,1294,1427,704,272,297,1889,535,586,1686,515,657,107,11507,6131,153,3637,928,931,107,246,1541,100.0,25.368229331643967,1.2947418435223312,2.4509027557808047,2.03515996198923,0.7245802977510295,1.1482420019005384,5.123535001583782,5.650142540386443,2.7874564459930316,1.0769718086791258,1.17595818815331,7.47941083306937,2.118308520747545,2.320240734874881,6.675641431738994,2.0391194171681977,2.601362052581565,0.423661704149509,45.561450744377574,24.27541970224897,0.6057966423820083,14.40053848590434,3.6743744060817236,3.6862527716186255,0.423661704149509,0.974025974025974,6.101520430788724
013008,26573,4911,314,223,550,187,290,1283,586,349,273,241,1458,331,383,2238,824,716,230,13239,7299,177,4367,1384,956,142,354,2315,100.0,18.48116509238701,1.1816505475482633,0.8391976818575244,2.0697700673616075,0.7037218229029466,1.0913333082452115,4.828209084408987,2.2052459263161857,1.3133631881985475,1.0273585970722163,0.9069356113348135,5.486772287660408,1.2456252587212584,1.4413126105445377,8.422082565009596,3.1008918827381176,2.6944643058743836,0.8655402099875814,49.82124713054604,27.46773040304068,0.6660896398600082,16.433974334851165,5.2082941331426635,3.5976366989049033,0.5343769992097241,1.3321792797200165,8.711850374440221
014009,24237,6749,491,367,687,180,278,1752,1320,418,310,328,1704,379,444,1849,584,695,79,9230,4494,230,2909,565,743,220,320,1607,100.0,27.845855510170402,2.0258282790774436,1.5142138053389445,2.8345092214382968,0.7426661715558857,1.1470066427363124,7.228617403143954,5.446218591409828,1.724635887279779,1.2790361843462474,1.353302801501836,7.0305730907290505,1.5637248834426705,1.8319098898378512,7.628831951149069,2.4095391343813177,2.8675166068407805,0.32594793084952756,38.08227090811569,18.541898749845277,0.9489623303214093,12.002310516978174,2.331146594050419,3.0655609192556836,0.9077030985683047,1.320295416099352,6.6303585427239335
014010,37076,9855,679,668,894,324,491,1972,2163,886,358,514,2244,628,723,2347,743,918,132,15685,7926,324,5210,1477,1110,263,448,2115,100.0,26.580537274786924,1.831373395188262,1.801704606753695,2.411263350954796,0.8738806775272414,1.3243068292156652,5.318804617542345,5.833962671269824,2.3896860502751105,0.9655842054159024,1.3863415686697593,6.052432840651634,1.6938181033552702,1.9500485489265293,6.330240586902579,2.003991800625742,2.4759952529938505,0.35602546121480205,42.30499514510735,21.377710648397887,0.8738806775272414,14.052217067644838,3.9837091379868377,2.9938504693062895,0.7093537598446434,1.2083288380623585,5.704498867191714
